;
Common name,NASA Number,Designator,Country,Launch Date,Site,Decay date/Orbit,Period(min),Perigee,Apogee,Inclination
;
;    Spacecraft launched from Earth
COSMOS 1773,16920,1986 064A,USSR,27-Aug-86,TYMSC,21-Oct-86,89.6,171,339,64.9
COSMOS 1774,16922,1986 065A,USSR,28-Aug-86,PLMSC,Earth orbit,718.8,3405,36998,65.0
COSMOS 1775,16926,1986 066A,USSR,3-Sep-86,TYMSC,17-Sep-86,92.1,345,412,70.4
COSMOS 1776,16928,1986 067A,USSR,3-Sep-86,PLMSC,15-Dec-89,92.8,403,417,74.0
COSMOS 1777,16952,1986 070A,USSR,10-Sep-86,PLMSC,Earth orbit,100.6,768,803,74.0
COSMOS 1778,16961,1986 071A,USSR,16-Sep-86,TYMSC,Earth orbit,675.7,19119,19139,64.9
COSMOS 1779,16962,1986 071B,USSR,16-Sep-86,TYMSC,Earth orbit,675.7,19125,19133,64.9
COSMOS 1780,16963,1986 071C,USSR,16-Sep-86,TYMSC,Earth orbit,675.7,19107,19151,64.9
COSMOS 1781,16966,1986 072A,USSR,17-Sep-86,TYMSC,1-Oct-86,90.4,203,379,70.4
COSMOS 1782,16986,1986 074A,USSR,30-Sep-86,PLMSC,Earth orbit,97.0,605,628,82.5
COSMOS 1783,16993,1986 075A,USSR,3-Oct-86,PLMSC,Earth orbit,358.0,1365,19280,64.0
COSMOS 1784,17003,1986 077A,USSR,6-Oct-86,TYMSC,11-Nov-86,89.2,190,283,64.8
COSMOS 1785,17031,1986 078A,USSR,15-Oct-86,PLMSC,Earth orbit,719.1,3408,37013,67.0
COSMOS 1786,17042,1986 080A,USSR,22-Oct-86,TYMSC,6-Mar-88,96.7,149,1054,64.8
COSMOS 1787,17044,1986 081A,USSR,22-Oct-86,TYMSC,4-Nov-86,89.2,211,262,70.0
COSMOS 1788,17050,1986 083A,USSR,27-Oct-86,PLMSC,21-Jan-91,89.8,262,263,65.8
COSMOS 1789,17054,1986 084A,USSR,31-Oct-86,PLMSC,14-Nov-86,89.0,178,272,82.6
COSMOS 1790,17056,1986 085A,USSR,4-Nov-86,PLMSC,18-Nov-86,89.3,191,286,72.9
COSMOS 1791,17066,1986 086A,USSR,13-Nov-86,PLMSC,Earth orbit,104.7,949,1008,82.9
COSMOS 1792,17068,1986 087A,USSR,13-Nov-86,TYMSC,5-Jan-87,89.4,184,309,64.9
COSMOS 1793,17134,1986 091A,USSR,20-Nov-86,PLMSC,Earth orbit,718.2,3455,36922,67.2
COSMOS 1794,17138,1986 092A,USSR,21-Nov-86,PLMSC,Earth orbit,115.6,1464,1497,74.0
COSMOS 1795,17139,1986 092B,USSR,21-Nov-86,PLMSC,Earth orbit,115.4,1463,1480,74.0
COSMOS 1796,17140,1986 092C,USSR,21-Nov-86,PLMSC,Earth orbit,115.2,1451,1477,74.0
COSMOS 1797,17141,1986 092D,USSR,21-Nov-86,PLMSC,Earth orbit,115.0,1441,1470,74.0
COSMOS 1798,17142,1986 092E,USSR,21-Nov-86,PLMSC,Earth orbit,114.8,1426,1470,74.0
COSMOS 1799,17143,1986 092F,USSR,21-Nov-86,PLMSC,Earth orbit,114.7,1412,1470,74.0
COSMOS 1800,17144,1986 092G,USSR,21-Nov-86,PLMSC,Earth orbit,114.5,1396,1470,74.0
COSMOS 1801,17145,1986 092H,USSR,21-Nov-86,PLMSC,Earth orbit,114.4,1383,1468,74.0
COSMOS 1802,17159,1986 093A,USSR,24-Nov-86,PLMSC,Earth orbit,104.9,958,1020,82.9
COSMOS 1803,17177,1986 094A,USSR,2-Dec-86,PLMSC,Earth orbit,115.9,1494,1500,82.6
COSMOS 1804,17179,1986 095A,USSR,4-Dec-86,TYMSC,18-Dec-86,90.7,198,421,70.0
COSMOS 1805,17191,1986 097A,USSR,10-Dec-86,PLMSC,Earth orbit,96.9,598,622,82.5
COSMOS 1806,17213,1986 098A,USSR,12-Dec-86,PLMSC,Earth orbit,718.3,3899,36479,65.4
COSMOS 1807,17217,1986 099A,USSR,16-Dec-86,PLMSC,23-Jan-87,89.8,165,366,67.1
COSMOS 1808,17239,1986 100A,USSR,17-Dec-86,PLMSC,Earth orbit,104.9,967,1016,82.9
COSMOS 1809,17241,1986 101A,USSR,18-Dec-86,PLMSC,Earth orbit,104.1,939,960,82.5
COSMOS 1810,17262,1986 102A,USSR,26-Dec-86,TYMSC,11-Sep-87,89.5,224,275,64.7
COSMOS 1811,17292,1987 002A,USSR,9-Jan-87,TYMSC,13-Feb-87,89.7,169,345,64.9
COSMOS 1812,17295,1987 003A,USSR,14-Jan-87,PLMSC,Earth orbit,96.9,598,622,82.5
COSMOS 1813,17297,1987 004A,USSR,15-Jan-87,PLMSC,13-Mar-89,92.0,347,397,72.8
COSMOS 1814,17303,1987 006A,USSR,21-Jan-87,PLMSC,Earth orbit,100.5,763,799,74.1
COSMOS 1815,17326,1987 007A,USSR,22-Jan-87,KYMSC,15-Nov-88,93.0,336,507,50.7
COSMOS 1816,17359,1987 009A,USSR,29-Jan-87,PLMSC,Earth orbit,104.8,958,1008,82.9
COSMOS 1817,17365,1987 010A,USSR,30-Jan-87,TYMSC,31-Jan-87,88.3,173,208,51.6
COSMOS 1818,17369,1987 011A,USSR,1-Feb-87,TYMSC,Earth orbit,100.6,774,803,65.0
COSMOS 1819,17484,1987 014A,USSR,7-Feb-87,PLMSC,18-Feb-87,88.7,188,227,72.8
COSMOS 1820,17523,1987 016A,USSR,14-Feb-87,TYMSC,6-Mar-87,88.8,178,250,64.8
COSMOS 1821,17525,1987 017A,USSR,18-Feb-87,PLMSC,Earth orbit,104.8,958,1012,82.9
COSMOS 1822,17533,1987 019A,USSR,19-Feb-87,PLMSC,5-Mar-87,89.4,190,303,72.9
COSMOS 1823,17535,1987 020A,USSR,20-Feb-87,PLMSC,Earth orbit,116.0,1476,1522,73.6
COSMOS 1824,17559,1987 021A,USSR,26-Feb-87,PLMSC,22-Apr-87,89.7,162,352,67.2
COSMOS 1825,17566,1987 024A,USSR,3-Mar-87,PLMSC,Earth orbit,96.8,594,621,82.5
COSMOS 1826,17577,1987 025A,USSR,11-Mar-87,PLMSC,25-Mar-87,90.2,191,374,72.9
COSMOS 1827,17582,1987 026A,USSR,13-Mar-87,PLMSC,Earth orbit,113.8,1393,1408,82.6
COSMOS 1828,17583,1987 026B,USSR,13-Mar-87,PLMSC,Earth orbit,113.7,1381,1409,82.6
COSMOS 1829,17584,1987 026C,USSR,13-Mar-87,PLMSC,Earth orbit,114.0,1408,1412,82.6
COSMOS 1830,17585,1987 026D,USSR,13-Mar-87,PLMSC,Earth orbit,113.9,1404,1409,82.6
COSMOS 1831,17586,1987 026E,USSR,13-Mar-87,PLMSC,Earth orbit,113.8,1388,1408,82.6
COSMOS 1832,17587,1987 026F,USSR,13-Mar-87,PLMSC,Earth orbit,113.9,1397,1409,82.6
COSMOS 1833,17589,1987 027A,USSR,18-Mar-87,TYMSC,Earth orbit,101.9,844,854,70.9
COSMOS 1834,17847,1987 031A,USSR,8-Apr-87,TYMSC,14-Oct-88,92.7,402,415,65.0
COSMOS 1835,17849,1987 032A,USSR,9-Apr-87,TYMSC,4-Jun-87,89.6,170,343,64.8
COSMOS 1836,17876,1987 033A,USSR,16-Apr-87,TYMSC,2-Dec-87,89.8,236,289,64.8
COSMOS 1837,17880,1987 035A,USSR,22-Apr-87,PLMSC,28-Apr-87,88.5,174,227,82.2
COSMOS 1838,17902,1987 036A,USSR,24-Apr-87,TYMSC,15-May-91,208.5,140,10401,64.8
COSMOS 1839,17903,1987 036B,USSR,24-Apr-87,TYMSC,8-May-91,199.1,137,9694,64.7
COSMOS 1840,17904,1987 036C,USSR,24-Apr-87,TYMSC,13-Sep-91,132.8,125,4362,64.5
COSMOS 1841,17907,1987 037A,USSR,24-Apr-87,PLMSC,8-May-87,90.5,217,380,62.9
COSMOS 1842,17911,1987 038A,USSR,27-Apr-87,PLMSC,Earth orbit,97.0,602,628,82.5
COSMOS 1843,17940,1987 039A,USSR,5-May-87,TYMSC,19-May-87,89.4,202,285,70.4
COSMOS 1844,17973,1987 041A,USSR,13-May-87,TYMSC,Earth orbit,101.9,844,851,70.9
COSMOS 1845,17975,1987 042A,USSR,13-May-87,TYMSC,27-May-87,90.3,205,373,70.4
COSMOS 1846,18004,1987 045A,USSR,21-May-87,PLMSC,4-Jun-87,89.1,178,283,82.3
COSMOS 1847,18011,1987 046A,USSR,26-May-87,PLMSC,22-Jul-87,89.4,175,315,67.1
COSMOS 1848,18017,1987 047A,USSR,28-May-87,PLMSC,11-Jun-87,90.1,191,368,72.9
COSMOS 1849,18083,1987 048A,USSR,4-Jun-87,PLMSC,Earth orbit,719.0,3104,37311,67.1
COSMOS 1850,18095,1987 049A,USSR,9-Jun-87,PLMSC,Earth orbit,100.6,776,797,74.0
COSMOS 1851,18103,1987 050A,USSR,12-Jun-87,PLMSC,Earth orbit,718.4,3471,36915,65.0
COSMOS 1852,18113,1987 051A,USSR,16-Jun-87,PLMSC,Earth orbit,115.6,1470,1498,74.0
COSMOS 1853,18114,1987 051B,USSR,16-Jun-87,PLMSC,Earth orbit,115.4,1469,1481,74.0
COSMOS 1854,18115,1987 051C,USSR,16-Jun-87,PLMSC,Earth orbit,115.3,1456,1479,74.0
COSMOS 1855,18116,1987 051D,USSR,16-Jun-87,PLMSC,Earth orbit,115.1,1444,1475,74.0
COSMOS 1856,18117,1987 051E,USSR,16-Jun-87,PLMSC,Earth orbit,114.9,1429,1475,74.0
COSMOS 1857,18118,1987 051F,USSR,16-Jun-87,PLMSC,Earth orbit,114.8,1415,1474,74.0
COSMOS 1858,18119,1987 051G,USSR,16-Jun-87,PLMSC,Earth orbit,114.6,1400,1475,74.0
COSMOS 1859,18120,1987 051H,USSR,16-Jun-87,PLMSC,Earth orbit,114.4,1385,1474,74.0
COSMOS 1860,18122,1987 052A,USSR,18-Jun-87,TYMSC,Earth orbit,104.0,900,992,65.0
COSMOS 1861,18129,1987 054A,USSR,23-Jun-87,PLMSC,Earth orbit,104.9,978,997,82.9
COSMOS 1862,18152,1987 055A,USSR,1-Jul-87,PLMSC,Earth orbit,97.1,602,636,82.5
COSMOS 1863,18155,1987 056A,USSR,4-Jul-87,PLMSC,18-Jul-87,92.3,358,417,72.9
COSMOS 1864,18160,1987 057A,USSR,6-Jul-87,PLMSC,Earth orbit,104.6,951,999,82.9
COSMOS 1865,18162,1987 058A,USSR,8-Jul-87,TYMSC,14-Aug-87,89.4,192,297,64.8
COSMOS 1866,18184,1987 059A,USSR,9-Jul-87,PLMSC,6-Nov-87,94.5,223,769,67.2
COSMOS 1867,18187,1987 060A,USSR,10-Jul-87,TYMSC,Earth orbit,100.7,776,803,65.0
COSMOS 1868,18192,1987 061A,USSR,14-Jul-87,PLMSC,3-Mar-89,94.1,279,669,74.0
COSMOS 1869,18214,1987 062A,USSR,16-Jul-87,PLMSC,Earth orbit,97.1,602,632,82.5
COSMOS 1870,18225,1987 064A,USSR,25-Jul-87,TYMSC,29-Jul-89,89.9,263,278,71.9
COSMOS 1871,18259,1987 065A,USSR,1-Aug-87,TYMSC,10-Aug-87,88.1,168,188,97.0
COSMOS 1872,18314,1987 069A,USSR,19-Aug-87,PLMSC,30-Aug-87,89.6,196,299,72.9
COSMOS 1873,18318,1987 071A,USSR,28-Aug-87,TYMSC,14-Sep-87,88.7,175,241,64.8
COSMOS 1874,18326,1987 072A,USSR,3-Sep-87,PLMSC,17-Sep-87,89.6,223,284,72.9
COSMOS 1875,18334,1987 074A,USSR,7-Sep-87,PLMSC,Earth orbit,113.7,1383,1407,82.6
COSMOS 1876,18335,1987 074B,USSR,7-Sep-87,PLMSC,Earth orbit,114.0,1406,1413,82.6
COSMOS 1877,18336,1987 074C,USSR,7-Sep-87,PLMSC,Earth orbit,113.9,1405,1407,82.6
COSMOS 1878,18337,1987 074D,USSR,7-Sep-87,PLMSC,Earth orbit,113.9,1399,1407,82.6
COSMOS 1879,18338,1987 074E,USSR,7-Sep-87,PLMSC,Earth orbit,113.8,1394,1406,82.6
COSMOS 1880,18339,1987 074F,USSR,7-Sep-87,PLMSC,Earth orbit,113.8,1390,1407,82.6
COSMOS 1881,18343,1987 076A,USSR,11-Sep-87,TYMSC,30-Mar-88,89.7,228,294,64.7
COSMOS 1882,18348,1987 077A,USSR,15-Sep-87,PLMSC,6-Oct-87,89.7,253,269,82.3
COSMOS 1883,18355,1987 079A,USSR,16-Sep-87,TYMSC,Earth orbit,675.7,19118,19140,66.0
COSMOS 1884,18356,1987 079B,USSR,16-Sep-87,TYMSC,Earth orbit,675.7,19101,19157,66.0
COSMOS 1885,18357,1987 079C,USSR,16-Sep-87,TYMSC,Earth orbit,675.7,19101,19156,66.0
COSMOS 1886,18366,1987 081A,USSR,17-Sep-87,PLMSC,2-Nov-87,89.4,170,321,67.1
COSMOS 1887,18380,1987 083A,USSR,29-Sep-87,PLMSC,12-Oct-87,90.5,214,382,62.8
COSMOS 1888,18384,1987 084A,USSR,1-Oct-87,TYMSC,Earth orbit,1436.2,35772,35804,4.0
COSMOS 1889,18394,1987 085A,USSR,9-Oct-87,TYMSC,23-Oct-87,90.3,204,371,70.0
COSMOS 1890,18396,1987 086A,USSR,10-Oct-87,TYMSC,26-Dec-88,92.7,402,415,65.0
COSMOS 1891,18402,1987 087A,USSR,14-Oct-87,PLMSC,Earth orbit,104.8,948,1023,82.9
COSMOS 1892,18421,1987 088A,USSR,20-Oct-87,PLMSC,Earth orbit,96.9,595,623,82.5
COSMOS 1893,18432,1987 089A,USSR,22-Oct-87,PLMSC,16-Dec-87,89.4,162,323,67.2
COSMOS 1894,18443,1987 091A,USSR,28-Oct-87,TYMSC,Earth orbit,1436.2,35776,35802,4.1
COSMOS 1895,18491,1987 092A,USSR,11-Nov-87,TYMSC,26-Nov-87,89.6,224,283,70.4
COSMOS 1896,18535,1987 093A,USSR,14-Nov-87,TYMSC,25-Dec-87,89.2,206,263,64.8
COSMOS 1897,18575,1987 096A,USSR,26-Nov-87,TYMSC,Earth orbit,1435.6,35763,35790,3.8
COSMOS 1898,18585,1987 098A,USSR,1-Dec-87,PLMSC,Earth orbit,100.6,770,800,74.0
COSMOS 1899,18625,1987 099A,USSR,7-Dec-87,TYMSC,21-Dec-87,89.5,225,277,70.4
COSMOS 1900,18665,1987 101A,USSR,12-Dec-87,TYMSC,Earth orbit,99.2,688,750,66.1
COSMOS 1901,18666,1987 102A,USSR,14-Dec-87,TYMSC,3-Feb-88,89.7,172,343,64.9
COSMOS 1902,18668,1987 103A,USSR,15-Dec-87,PLMSC,30-Dec-88,92.3,364,408,65.8
COSMOS 1903,18701,1987 105A,USSR,21-Dec-87,PLMSC,Earth orbit,717.7,2873,37478,63.5
COSMOS 1904,18709,1987 106A,USSR,23-Dec-87,PLMSC,Earth orbit,104.8,964,1003,82.9
COSMOS 1905,18711,1987 107A,USSR,25-Dec-87,TYMSC,8-Jan-88,89.5,226,277,70.4
COSMOS 1906,18713,1987 108A,USSR,26-Dec-87,PLMSC,13-Mar-88,89.8,253,273,82.6
COSMOS 1907,18720,1987 110A,USSR,29-Dec-87,PLMSC,12-Jan-88,92.2,353,412,72.8
COSMOS 1908,18748,1988 001A,USSR,6-Jan-88,PLMSC,Earth orbit,97.0,600,626,82.5
COSMOS 1909,18788,1988 002A,USSR,15-Jan-88,PLMSC,Earth orbit,114.0,1408,1410,82.6
COSMOS 1910,18789,1988 002B,USSR,15-Jan-88,PLMSC,Earth orbit,113.9,1403,1409,82.6
COSMOS 1911,18790,1988 002C,USSR,15-Jan-88,PLMSC,Earth orbit,113.9,1396,1410,82.6
COSMOS 1912,18791,1988 002D,USSR,15-Jan-88,PLMSC,Earth orbit,113.8,1391,1409,82.6
COSMOS 1913,18792,1988 002E,USSR,15-Jan-88,PLMSC,Earth orbit,113.7,1386,1409,82.6
COSMOS 1914,18793,1988 002F,USSR,15-Jan-88,PLMSC,Earth orbit,113.7,1380,1409,82.6
COSMOS 1915,18809,1988 004A,USSR,26-Jan-88,PLMSC,9-Feb-88,90.2,190,372,73.0
COSMOS 1916,18823,1988 007A,USSR,3-Feb-88,TYMSC,29-Feb-88,89.7,168,352,64.9
COSMOS 1917-1919,18857,1988 009A,USSR,17-Feb-88,TYMSC,17-Feb-88,87.3,134,152,64.8
COSMOS 1920,18860,1988 010A,USSR,18-Feb-88,PLMSC,9-Mar-88,88.7,185,232,82.6
COSMOS 1921,18875,1988 011A,USSR,19-Feb-88,TYMSC,4-Mar-88,90.3,202,375,70.0
COSMOS 1922,18881,1988 013A,USSR,26-Feb-88,PLMSC,Earth orbit,717.7,3470,36878,65.6
COSMOS 1923,18931,1988 015A,USSR,10-Mar-88,PLMSC,22-Mar-88,89.4,190,302,72.9
COSMOS 1924,18937,1988 016A,USSR,11-Mar-88,PLMSC,Earth orbit,115.7,1458,1512,74.0
COSMOS 1925,18938,1988 016B,USSR,11-Mar-88,PLMSC,Earth orbit,115.5,1457,1494,74.0
COSMOS 1926,18939,1988 016C,USSR,11-Mar-88,PLMSC,Earth orbit,115.3,1458,1477,74.0
COSMOS 1927,18940,1988 016D,USSR,11-Mar-88,PLMSC,Earth orbit,115.1,1453,1464,74.0
COSMOS 1928,18941,1988 016E,USSR,11-Mar-88,PLMSC,Earth orbit,114.9,1442,1459,74.0
COSMOS 1929,18942,1988 016F,USSR,11-Mar-88,PLMSC,Earth orbit,114.7,1427,1458,74.0
COSMOS 1930,18943,1988 016G,USSR,11-Mar-88,PLMSC,Earth orbit,114.6,1412,1458,74.0
COSMOS 1931,18944,1988 016H,USSR,11-Mar-88,PLMSC,Earth orbit,114.4,1396,1458,74.0
COSMOS 1932,18957,1988 019A,USSR,14-Mar-88,TYMSC,Earth orbit,104.4,920,1008,65.1
COSMOS 1933,18958,1988 020A,USSR,15-Mar-88,PLMSC,Earth orbit,97.1,605,629,82.5
COSMOS 1934,18985,1988 023A,USSR,22-Mar-88,PLMSC,Earth orbit,104.6,945,1006,83.0
COSMOS 1935,19011,1988 025A,USSR,24-Mar-88,PLMSC,8-Apr-88,89.5,166,330,67.2
COSMOS 1936,19015,1988 027A,USSR,30-Mar-88,TYMSC,18-May-88,89.0,182,266,64.8
COSMOS 1937,19038,1988 029A,USSR,5-Apr-88,PLMSC,Earth orbit,100.4,761,797,74.0
COSMOS 1938,19041,1988 030A,USSR,11-Apr-88,PLMSC,25-Apr-88,89.3,194,287,72.9
COSMOS 1939,19045,1988 032A,USSR,20-Apr-88,TYMSC,Earth orbit,96.4,570,602,97.7
COSMOS 1940,19073,1988 034A,USSR,26-Apr-88,TYMSC,Earth orbit,1430.4,35571,35779,3.5
COSMOS 1941,19079,1988 035A,USSR,27-Apr-88,TYMSC,11-May-88,89.2,205,266,70.3
COSMOS 1942,19115,1988 037A,USSR,12-May-88,PLMSC,4-Jul-88,89.7,166,356,67.1
COSMOS 1943,19119,1988 039A,USSR,15-May-88,TYMSC,Earth orbit,101.8,836,853,71.0
COSMOS 1944,19123,1988 041A,USSR,18-May-88,TYMSC,23-Jun-88,89.3,196,288,64.8
COSMOS 1945,19131,1988 042A,USSR,19-May-88,TYMSC,31-May-88,90.2,204,364,70.4
COSMOS 1946,19163,1988 043A,USSR,21-May-88,TYMSC,Earth orbit,675.7,19109,19149,65.0
COSMOS 1947,19164,1988 043B,USSR,21-May-88,TYMSC,Earth orbit,675.7,19117,19141,65.0
COSMOS 1948,19165,1988 043C,USSR,21-May-88,TYMSC,Earth orbit,675.7,19119,19139,65.0
COSMOS 1949,19193,1988 045A,USSR,28-May-88,TYMSC,23-Apr-90,92.7,402,415,65.0
COSMOS 1950,19195,1988 046A,USSR,30-May-88,PLMSC,Earth orbit,116.0,1481,1520,73.6
COSMOS 1951,19197,1988 047A,USSR,31-May-88,PLMSC,14-Jun-88,88.6,173,241,82.3
COSMOS 1952,19206,1988 049A,USSR,11-Jun-88,TYMSC,25-Jun-88,89.2,204,269,70.0
COSMOS 1953,19210,1988 050A,USSR,14-Jun-88,PLMSC,Earth orbit,97.1,604,637,82.5
COSMOS 1954,19256,1988 053A,USSR,21-Jun-88,PLMSC,Earth orbit,100.5,772,796,74.0
COSMOS 1955,19258,1988 054A,USSR,22-Jun-88,TYMSC,20-Aug-88,89.8,171,357,64.8
COSMOS 1956,19263,1988 055A,USSR,23-Jun-88,PLMSC,7-Jul-88,88.6,180,234,82.3
COSMOS 1957,19276,1988 057A,USSR,7-Jul-88,PLMSC,21-Jul-88,88.5,179,225,82.6
COSMOS 1958,19320,1988 060A,USSR,14-Jul-88,PLMSC,21-Mar-89,92.3,360,411,65.8
COSMOS 1959,19324,1988 062A,USSR,18-Jul-88,PLMSC,Earth orbit,104.6,951,1003,83.0
COSMOS 1960,19338,1988 065A,USSR,28-Jul-88,PLMSC,9-Apr-90,92.0,369,379,65.8
COSMOS 1961,19344,1988 066A,USSR,1-Aug-88,TYMSC,Earth orbit,1436.3,35778,35803,3.2
COSMOS 1962,19372,1988 068A,USSR,8-Aug-88,TYMSC,22-Aug-88,89.2,205,265,70.0
COSMOS 1963,19384,1988 070A,USSR,16-Aug-88,TYMSC,2-Oct-88,89.8,176,350,64.8
COSMOS 1964,19412,1988 072A,USSR,23-Aug-88,TYMSC,7-Sep-88,89.3,206,271,70.0
COSMOS 1965,19414,1988 073A,USSR,23-Aug-88,PLMSC,22-Sep-88,88.6,179,228,82.3
COSMOS 1966,19445,1988 076A,USSR,30-Aug-88,PLMSC,Earth orbit,718.8,2436,37970,67.2
COSMOS 1967,19462,1988 079A,USSR,6-Sep-88,PLMSC,15-Sep-88,90.2,191,380,72.9
COSMOS 1968,19488,1988 082A,USSR,9-Sep-88,PLMSC,23-Sep-88,88.6,177,230,82.3
COSMOS 1969,19495,1988 084A,USSR,15-Sep-88,PLMSC,13-Nov-88,89.6,165,344,67.1
COSMOS 1970,19501,1988 085A,USSR,16-Sep-88,TYMSC,Earth orbit,675.7,19099,19159,65.7
COSMOS 1971,19502,1988 085B,USSR,16-Sep-88,TYMSC,Earth orbit,675.7,19101,19157,65.7
COSMOS 1972,19503,1988 085C,USSR,16-Sep-88,TYMSC,Earth orbit,675.7,19113,19145,65.7
COSMOS 1973,19521,1988 088A,USSR,22-Sep-88,PLMSC,10-Oct-88,90.0,192,359,72.8
COSMOS 1974,19554,1988 092A,USSR,3-Oct-88,PLMSC,Earth orbit,718.6,3074,37320,64.1
COSMOS 1975,19573,1988 093A,USSR,11-Oct-88,PLMSC,Earth orbit,97.1,604,636,82.5
COSMOS 1976,19582,1988 094A,USSR,13-Oct-88,PLMSC,27-Oct-88,90.1,190,366,72.9
COSMOS 1977,19608,1988 096A,USSR,25-Oct-88,PLMSC,Earth orbit,717.7,3263,37085,64.7
COSMOS 1978,19612,1988 097A,USSR,27-Oct-88,PLMSC,10-Nov-88,90.1,190,364,72.9
COSMOS 1979,19647,1988 101A,USSR,18-Nov-88,TYMSC,25-Dec-89,92.7,402,415,65.0
COSMOS 1980,19649,1988 102A,USSR,23-Nov-88,TYMSC,Earth orbit,101.8,841,849,71.0
COSMOS 1981,19651,1988 103A,USSR,24-Nov-88,PLMSC,8-Dec-88,90.4,237,353,62.8
COSMOS 1982,19662,1988 105A,USSR,30-Nov-88,TYMSC,14-Dec-88,90.3,204,377,70.0
COSMOS 1983,19672,1988 107A,USSR,8-Dec-88,PLMSC,22-Dec-88,89.5,243,256,62.8
COSMOS 1984,19705,1988 110A,USSR,16-Dec-88,PLMSC,13-Feb-89,89.6,186,323,62.8
COSMOS 1985,19720,1988 113A,USSR,23-Dec-88,PLMSC,4-May-92,88.8,206,220,73.5
COSMOS 1986,19734,1988 116A,USSR,29-Dec-88,TYMSC,11-Feb-89,89.3,193,289,64.8
COSMOS 1987,19749,1989 001A,USSR,10-Jan-89,TYMSC,Earth orbit,675.7,19116,19143,64.9
COSMOS 1988,19750,1989 001B,USSR,10-Jan-89,TYMSC,Earth orbit,675.7,19111,19147,65.0
COSMOS 1989,19751,1989 001C,USSR,10-Jan-89,TYMSC,Earth orbit,675.5,19097,19152,64.9
COSMOS 1990,19756,1989 002A,USSR,12-Jan-89,PLMSC,11-Feb-89,88.5,177,227,82.6
COSMOS 1991,19758,1989 003A,USSR,18-Jan-89,TYMSC,1-Feb-89,90.3,204,375,70.0
COSMOS 1992,19769,1989 005A,USSR,26-Jan-89,PLMSC,Earth orbit,100.5,764,798,74.1
COSMOS 1993,19774,1989 007A,USSR,28-Jan-89,TYMSC,27-Mar-89,89.7,171,347,64.8
COSMOS 1994,19785,1989 009A,USSR,10-Feb-89,PLMSC,Earth orbit,113.9,1393,1413,82.6
COSMOS 1995,19786,1989 009B,USSR,10-Feb-89,PLMSC,Earth orbit,114.1,1410,1414,82.6
COSMOS 1996,19787,1989 009C,USSR,10-Feb-89,PLMSC,Earth orbit,114.0,1405,1413,82.6
COSMOS 1997,19788,1989 009D,USSR,10-Feb-89,PLMSC,Earth orbit,113.9,1398,1413,82.6
COSMOS 1998,19789,1989 009E,USSR,10-Feb-89,PLMSC,Earth orbit,113.8,1389,1413,82.6
COSMOS 1999,19790,1989 009F,USSR,10-Feb-89,PLMSC,Earth orbit,113.7,1382,1412,82.6
COSMOS 2000,19792,1989 010A,USSR,10-Feb-89,PLMSC,2-Mar-89,88.7,175,243,82.3
COSMOS 2001,19796,1989 011A,USSR,14-Feb-89,PLMSC,Earth orbit,719.0,2437,37977,66.5
COSMOS 2002,19800,1989 012A,USSR,14-Feb-89,PLMSC,15-Oct-89,102.0,179,1525,65.8
COSMOS 2003,19818,1989 015A,USSR,17-Feb-89,PLMSC,3-Mar-89,89.5,244,255,62.8
COSMOS 2004,19826,1989 017A,USSR,22-Feb-89,PLMSC,Earth orbit,104.9,968,1015,82.9
COSMOS 2005,19862,1989 019A,USSR,2-Mar-89,PLMSC,25-Apr-89,89.6,188,324,62.8
COSMOS 2006,19893,1989 022A,USSR,16-Mar-89,PLMSC,31-Mar-89,90.7,240,380,62.8
COSMOS 2007,19900,1989 024A,USSR,23-Mar-89,TYMSC,22-Sep-89,89.4,224,262,64.7
COSMOS 2008,19902,1989 025A,USSR,24-Mar-89,PLMSC,Earth orbit,114.4,1391,1469,74.0
COSMOS 2009,19903,1989 025B,USSR,24-Mar-89,PLMSC,Earth orbit,114.6,1406,1470,74.0
COSMOS 2010,19904,1989 025C,USSR,24-Mar-89,PLMSC,Earth orbit,114.8,1422,1469,74.0
COSMOS 2011,19905,1989 025D,USSR,24-Mar-89,PLMSC,Earth orbit,115.0,1437,1470,74.0
COSMOS 2012,19906,1989 025E,USSR,24-Mar-89,PLMSC,Earth orbit,115.1,1454,1469,74.0
COSMOS 2013,19907,1989 025F,USSR,24-Mar-89,PLMSC,Earth orbit,115.3,1463,1477,74.0
COSMOS 2014,19908,1989 025G,USSR,24-Mar-89,PLMSC,Earth orbit,115.5,1468,1488,74.0
COSMOS 2015,19909,1989 025H,USSR,24-Mar-89,PLMSC,Earth orbit,115.7,1467,1508,74.0
COSMOS 2016,19921,1989 028A,USSR,4-Apr-89,PLMSC,Earth orbit,104.7,951,1011,83.0
COSMOS 2017,19923,1989 029A,USSR,6-Apr-89,PLMSC,19-Apr-89,89.6,244,260,62.8
COSMOS 2018,19938,1989 031A,USSR,20-Apr-89,PLMSC,19-Jun-89,89.6,185,327,62.9
COSMOS 2019,19972,1989 034A,USSR,5-May-89,PLMSC,18-May-89,89.5,241,256,62.9
COSMOS 2020,19986,1989 036A,USSR,17-May-89,TYMSC,15-Jul-89,89.1,178,280,64.8
COSMOS 2021,20000,1989 037A,USSR,24-May-89,TYMSC,6-Jul-89,89.4,204,280,69.9
COSMOS 2022,20024,1989 039A,USSR,31-May-89,TYMSC,Earth orbit,675.7,19116,19142,65.5
