;
;	Deep sky object database
;
328.375,47.26667,10,IC5146,,DN,12x12,Cyg,,spectrum: B1 - Cocoon Neb
7.6,-33.25,10.1,NGC134,,SG,5x1,Scl,,S(B)b - edge-on
133.9,78.21667,10.1,NGC2655,,SG,5.0x3.4,Cam,,Sa - diffuse arms
162.075,12.63333,10.1,NGC3384,,EG,4.4x1.4,Leo,,E7
167.875,55.66667,10.1,NGC3556,M108,SG,7.7x1.3,UMa,*,Sc - edge-on/M97 in field
177.75,-28.8,10.1,NGC3923,,EG,2.0x1.2,Hya,,E3
178.45,52.33333,10.1,NGC3953,,SG,6.0x2.8,UMa,,Sb - fine multiple arm SG
183.45,14.9,10.1,NGC4192,M98,SG,8.4x1.9,Com,*,"Sb-knotty, bright spindle"
186.95,13.01667,10.1,NGC4438,,SG,4.0x1.5,Vir,,Sap-long angular filamnts
187.125,17.08333,10.1,NGC4450,,SG,3.0x2.5,Com,,Sb
198.35,36.6,10.1,NGC5033,,SG,9.9x4.8,CVn,,Sb
3.25,72.53333,10.2,NGC40,,PN,60x40,Cep,,central star mag: 11.4
28.25,-13.7333,10.2,NGC720,,EG,1.6x1.1,Cet,,E3
76.3,-37.9833,10.2,NGC1792,,SG,3x1,Col,,Sb
146.825,67.91667,10.2,NGC2976,,SG,3.5x1.3,UMa,*,Scp-spiral pattern uncrtn
161.925,13.98333,10.2,NGC3377,,EG,1.9x1.0,Leo,,E5
184.375,37.81667,10.2,NGC4244,,SG,14.5x1.0,CVn,*,S - narrow streak/edge-on
184.525,28.16667,10.2,NGC4251,,SG,2.3x0.8,Com,,Sa - lens shape
186.45,33.55,10.2,NGC4395,,SG,10x8,CVn,,"S - 3-branch, loose SG"
186.85,11.11667,10.2,NGC4429,,SG,3.3x1.0,Vir,,S0 - oval with outer ring
187.45,13.43333,10.2,NGC4473,,EG,1.6x0.9,Com,,E4
188.85,14.5,10.2,NGC4548,M91,SG,3.7x3.2,Com,*,SBb- barred spiral galaxy
193.225,11.23333,10.2,NGC4762,,SG,3.7x0.4,Vir,,"SB0- edge-on,thick streak"
204.375,8.883333,10.2,NGC5248,,SG,6.1x4.4,Boo,*,Sc
209.025,5.25,10.2,NGC5363,,EG,1.7x1.5,Vir,,Ep - pair with NGC 5364
219.9,-26.5333,10.2,NGC5694,,GC,2,Hya,*,VII - one of most distant
226.625,1.6,10.2,NGC5846,,EG,0.9x0.9,Vir,,E0 - pair with NGC 5850
267.35,70.15,10.2,NGC6503,,SG,4.5x1.0,Dra,,Sb
331.975,31.36667,10.2,NGC7217,,SG,2.6x2.3,Peg,*,Sb
20.45,5.25,10.3,NGC488,,SG,3.5x3.0,Psc,*,Sb - delicate spiral
51.575,-21.3333,10.3,NGC1332,,EG,3.4x1.0,Eri,,E7
133.375,51.31667,10.3,NGC2681,,SG,2.8x2.5,UMa,,"Sa-cmpct cntr,dstnct arms"
137.575,7.033333,10.3,NGC2775,,SG,2.3x1.9,Cnc,,Sa
165.1,28.96667,10.3,NGC3486,,SG,5.5x4.2,LMi,,Sc - fine multiple-arm SG
180.8,44.53333,10.3,NGC4051,,SG,4.2x3.0,UMa,,Sc - thick spiral arms
184.85,5.816667,10.3,NGC4261,,EG,2.0x1.7,Vir,,E2
185.025,29.28333,10.3,NGC4278,,EG,1.4x1.3,Com,,E1 - NGC 4283 in field
186.6,31.21667,10.3,NGC4414,,SG,3.2x1.5,Com,,Sc
188.875,-3.8,10.3,NGC4546,,EG,1.8x0.8,Vir,,E6
8.7,-8.4,10.4,NGC157,,SG,2.8x2.1,Cet,*,Sc
114.525,38.88333,10.4,NGC2419,,GC,1.7,Lyn,*,II - most distant GC
128.35,-22.9667,10.4,NGC2613,,SG,6.4x1.5,Pyx,,Sb - edge-on
170.25,53.16667,10.4,NGC3631,,SG,4.3x3.2,UMa,,Sc -bright face-on spiral
173.325,47.03333,10.4,NGC3726,,SG,5.0x3.4,UMa,,Sc - well defined spiral
187.5,13.63333,10.4,NGC4477,,SG,2.5x2.0,Com,,S(B)a
188.625,2.183333,10.4,NGC4536,,SG,7x2,Vir,,Sc - highly tilted
191,32.16667,10.4,NGC4656,,SG,19.5x2.0,CVn,*,Sc -interacting w/NGC4657
194.825,-15.0333,10.4,NGC4856,,SG,2.5x0.7,Vir,,S(B)a
228.975,56.31667,10.4,NGC5907,,SG,11.0x0.6,Dra,*,"Sb - long, thin streak"
316.775,42.23333,10.4,NGC7027,,PN,18x11,Cyg,,cnt str m:17.1 - blu/grn
86.675,0.05,10.5,NGC2068,M78,DN,8x6,Ori,*,spec: B8 - comet shaped
147.6,72.28333,10.5,NGC2985,,SG,4x3,UMa,,Sb - fine spiral whorls
173.15,53.06667,10.5,NGC3718,,SG,3x3,UMa,,SBap - central dust lane
181.4,50.55,10.5,NGC4088,,SG,4.5x1.4,UMa,,Sc - NGC 4085 in field
196.45,-8.01667,10.5,NGC4958,,EG,1.7x0.7,Vir,,E6 - edge-on lenticular
215.075,3.933333,10.5,NGC5566,,SG,5.8x1.3,Vir,,Sb - 2 faint glx in field
0.825,16.15,10.5,NGC7814,,SG,1x5,Peg,*,Sb - edge-on/dust lane
21.2,9.533333,10.6,NGC524,,EG,1.8x1.7,Psc,,E1
36.825,33.58333,10.6,NGC925,,SG,9.4x4.0,Tri,,S(B)c - coarse spiral
41.5,-7.58333,10.6,NGC1084,,SG,2.1x1.1,Eri,,Sc
55.05,-18.5833,10.6,NGC1407,,EG,1.1x1.1,Eri,,E0
146.4,-31.1833,10.6,NGC2997,,SG,6x5,Ant,!,Sc
150.5,55.68333,10.6,NGC3079,,SG,8x1,UMa,,"Sb - edge-on, long streak"
162.725,13.41667,10.6,NGC3412,,EG,2.4x1.1,Leo,,E5
171.525,43.58333,10.6,NGC3675,,SG,3.5x1.3,UMa,,Sb - elongated N-S
178.3,60.68333,10.6,NGC3945,,SG,5.2x2.2,UMa,,SBa - outer ring
178.675,-13.9667,10.6,NGC3962,,EG,1.1x0.9,Crt,,E2
180.35,61.9,10.6,NGC4036,,EG,2.4x0.9,UMa,,E6 - spindle-shaped
190.825,1.983333,10.6,NGC4643,,SG,1.5x0.9,Vir,,SBa - projecting ansae
193.075,11.31667,10.6,NGC4754,,SG,2.5x1.0,Vir,,SB0 - pair with NGC 4762
221.225,1.95,10.6,NGC5746,,SG,6.2x0.8,Vir,,Sb - edge-on w/dust band
276.425,-23.2,10.6,NGC6629,,PN,16x14,Sgr,,central star mag: 13.6
315.375,16.18333,10.6,NGC7006,,GC,1.1,Del,*,I - very remote GC
215.6,-44.15,10.6,IC4406,,PN,100x37,Lup,,central star mag: 14.7
17.35,35.71667,10.7,NGC404,,EG,1.3x1.3,And,,E0
36.9,-1.15,10.7,NGC936,,SG,3.3x2.5,Cet,,SBa - thick central bar
141.075,34.51667,10.7,NGC2859,,SG,4.4x3.5,LMi,,SBa - faint outer ring
179.85,50.96667,10.7,NGC4026,,EG,3.6x0.7,UMa,,E8 - edge-on/lens-shaped
180.475,-18.8667,10.7,NGC4038,,SG,2.5x2.5,Crv,*,Sc - Ringtail Galaxy
354.975,-12.3,10.7,NGC7727,,SG,2.7,Aqr,,S - faint outer arms
22.825,-6.86667,10.8,NGC584,,EG,1.6x1.0,Cet,,E4
26.975,27.43333,10.8,NGC672,,SG,4.5x1.7,Tri,,SBc - coarse spiral
32.1,11,10.8,NGC821,,EG,1.2x0.9,Ari,,E2
62.3,30.78333,10.8,NGC1514,,PN,120x90,Tau,*,central star mag: 9.7
139.825,69.2,10.8,NGC2787,,SG,2.0x1.3,UMa,,Sap
175.25,11.46667,10.8,NGC3810,,SG,3.6x2.5,Leo,,Sc
181.775,43.06667,10.8,NGC4111,,EG,3.3x0.6,UMa,,E7/S0-lenticulr or edgeon
184.95,29.61667,10.8,NGC4274,,SG,6.7x1.3,Com,*,Sb/Saturn-like inner ring
185.65,29.88333,10.8,NGC4314,,SG,3.1x2.9,Com,,SBa - faint outer arms
186.125,-18.8,10.8,NGC4361,,PN,81,Crv,,central star mag: 12.8
191.275,-0.46667,10.8,NGC4666,,SG,3.8x0.8,Vir,,Sc - NGC 4668 in field
199.725,-21.0333,10.8,NGC5068,,SG,6.0x5.5,Vir,,SBc - coarse spiral
13.025,47.55,10.9,NGC278,,EG,1.3x1.3,Cas,*,E0p - very compact spiral
29.825,19.01667,10.9,NGC772,,SG,5x3,Ari,,Sb - strong arm NW side
154.225,73.4,10.9,NGC3147,,SG,3.0x2.3,Dra,*,Sb
159.675,53.5,10.9,NGC3310,,SG,3.0x2.0,UMa,,S(B)bp
170.025,18.35,10.9,NGC3626,,SG,1.6x1.1,Leo,,Sb  (NGC 3622)
176.525,47.5,10.9,NGC3877,,SG,4.4x0.8,UMa,,Sb - edge-on
186.925,13.08333,10.9,NGC4435,,EG,1.3x0.8,Vir,,E4 - pair with NGC 4438
187.25,13.98333,10.9,NGC4459,,EG,1.2x1.0,Com,,E2 - internal dust ring
243.05,12.06667,10.9,IC4593,,PN,15x11,Ser,,central star mag: 11.3
41.6,-0.5,11,NGC1087,,SG,2.3x1.3,Cet,,"Sc - course, compact arms"
145.65,58.85,11,NGC2950,,SG,1.3x0.9,UMa,,Sap
177.15,48.71667,11,NGC3893,,SG,3.7x1.9,UMa,,Sc
178.425,47.86667,11,NGC3949,,SG,2.3x1.1,UMa,,Sb
182.4,42.53333,11,NGC4143,,EG,1.4x0.9,CVn,,E4
186.125,7.316667,11,NGC4365,,EG,2.0x1.3,Vir,,E2
191.125,11.18333,11,NGC4660,,EG,1.3x0.6,Vir,,E5
197.425,-7.83333,11,NGC4995,,SG,2.2x1.5,Vir,,Sb - dense spiral
198.85,-16.3833,11,NGC5044,,EG,0.9x0.9,Vir,,E0 - NGC 5037 in field
165.8,27.96667,11.1,NGC3504,,SG,2.0x1.8,LMi,,Sb
180.55,62.13333,11.1,NGC4041,,SG,2.4x1.8,UMa,,Sc - NGC 4036 in field
193.65,46.53333,11.1,NGC4800,,SG,1.2x1.0,CVn,,Sb
234.675,59.35,11.1,NGC5982,,EG,1.2x0.8,Dra,,E3p
354.725,-12.9667,11.1,NGC7723,,SG,3.6x2.6,Aqr,,Sb
40.275,-8.25,11.2,NGC1052,,EG,1.3x1.0,Cet,,E2
170.425,20.16667,11.2,NGC3646,,SG,3.2x1.9,Leo,,Sc
180.1,-1.1,11.2,NGC4030,,SG,3.1x2.2,Vir,,Sc - fine face-on spiral
182.025,65.18333,11.2,NGC4125,,EG,2.2x1.1,Dra,,E5p
193.6,-10.5333,11.2,NGC4781,,SG,2.3x1.1,Vir,,Sc - coarse spiral
209.075,47.23333,11.2,NGC5377,,SG,3.0x0.6,CVn,,Sap - outer ring
29.925,-5.96667,11.3,NGC779,,SG,3.7x0.9,Cet,,Sb - edge-on
54.625,-23.0333,11.3,NGC1395,,EG,2.1x1.4,Eri,,E3
115.45,-14.7333,11.3,NGC2438,,PN,65,Pup,,cnt str:16.8-M46 in field
145.725,31.85,11.3,NGC2964,,SG,2.2x1.1,Leo,,Sc
39.625,-6.66667,11.4,NGC1022,,SG,1.8x1.4,Cet,,Sb - compact spiral
173.45,53.13333,11.4,NGC3729,,SG,1.8x1.3,UMa,,SBp - NGC 3718 in field
210.85,-6.03333,11.4,NGC5427,,SG,2.0x1.6,Vir,,"Sc - pair w/5426, face-on"
223.5,3.55,11.4,NGC5775,,SG,3.6x0.5,Vir,,Sb - edge-on
290.8,1.516667,11.4,NGC6790,,PN,2,Aql,,cent str m:18 - stellar
292.825,10.05,11.4,NGC6803,,PN,5,Aql,,cent str m:14.1 - stellar
303.8,12.7,11.4,NGC6891,,PN,15x7,Del,,central star mag: 11.6
305.05,16.75,11.4,IC4997,,PN,2,Sge,,cnt str m:13.7v - stellar
23.225,-7.03333,11.5,NGC596,,EG,1.5x1.2,Cet,,E2
195.15,2.5,11.5,NGC4900,,SG,1.7x1.5,Vir,,Sc - compact spiral
193.45,-6.61667,11.6,NGC4775,,SG,1.7x1.6,Vir,,Sc - compact face-on
9.75,48.33333,11.7,NGC185,,EG,3.5x2.8,Cas,*,E0 - companion to M31
136.9,60.48333,11.7,NGC2742,,SG,2.5x1.0,UMa,,Sc
147.15,33.41667,11.7,NGC3003,,SG,5.0x0.9,LMi,!,S(B)c - edge-on
147.75,33.55,11.7,NGC3021,,SG,1.1x0.5,LMi,,Sb
345.025,15.98333,11.7,NGC7448,,SG,2x1,Peg,,Sc
348.675,4.533333,11.7,NGC7541,,SG,2.9x0.9,Psc,,Sc
63.025,-32.8667,11.8,NGC1532,,SG,5.0x1.0,Eri,,Sb - edge-on
162.125,12.53333,11.8,NGC3389,,SG,2.3x1.0,Leo,,Sc
74.225,-4.86667,11.9,NGC1700,,EG,0.9x0.8,Eri,,E1
165.85,-23.0833,11.9,NGC3511,,SG,4.6x2.0,Crt,,Sc
305.6,20.11667,11.9,NGC6905,,PN,44x37,Del,,cnt str m:14.2 - bluish
168.7,55.01667,12,NGC3587,M97,PN,3.4x3.0,UMa,!,cnt str m:14 - Owl Nebula
181.675,-29.7667,12,NGC4105,,EG,1.5x1.5,Hya,,E2 -interacting with 4106
302.625,16.91667,12.1,NGC6879,,PN,5,Sge,,cent str m:15.2 - stellar
25.6,51.56667,12.2,NGC650,M76,PN,140x70,Per,*,cnt str:17-Little Dumbell
303.175,19.98333,12.2,NGC6886,,PN,9x6,Sge,,central star mag: 16.6
241.1,40.68333,12.3,NGC6058,,PN,25x20,Her,,central star mag: 13.8
255.4,-21.8333,12.3,IC4634,,PN,20x9,Oph,,central star mag: 17.4
56.875,35.05,12.4,IC351,,PN,8x6,Per,,central star mag: 14.8
281.45,-33.35,12.5,IC4776,,PN,8x6,Sgr,,central star mag: 15.6
316.575,46.18333,12.7,NGC7026,,PN,25x5,Cyg,,central star mag: 14.8
187.275,2.05,12.8,3C273,,QS,"1""       ",Vir,*,LY in millions - Quasar
262.325,-23.7667,12.9,NGC6369,,PN,28,Oph,,cnt str 16.6-perfect ring
111.4,29.48333,13,NGC2371,,PN,50x30,Gem,,cnt str:15.5 - double neb
267.3,-20.0167,13.2,NGC6445,,PN,38x29,Sgr,,cnt str:19 -6440 in field
61.75,60.91667,13.3,NGC1501,,PN,56x48,Cam,*,cent str m:13.4-blue disk
228.2,-38.1333,13.3,NGC5873,,PN,3,Lup,,central star mag: 13.6
128.35,-16.15,13.6,NGC2610,,PN,38x31,Hya,,central star mag: 15.7v
298.75,29.28333,13.6,NGC6842,,PN,50x45,Vul,,central star mag: 14.1
304.1,30.56667,14.4,NGC6894,,PN,44,Cyg,,cnt str m:17 - ring-shape
275.725,-26.8167,15,NGC6620,,PN,5,Sgr,,cnt str m: 15.8 - stellar
98.075,5.05,15,NGC2237,,DN,80x60,Mon,*,spec: O6 - Rosette Nebula
