Name Number,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
-none-
BUSSOLINI 2490,11.9,0.15,19.79116,209.57741,212.84292,12.977224,0.1303878,2.6097868,48800
BUXTEHUDE 4344,12.5,0.15,211.61945,97.260882,114.68393,2.390983,0.1224544,3.1070523,48800
BYBLIS 199,8.3,0.15,1.046072,176.73848,89.505071,15.316036,0.1609374,3.1893893,48800
BYELORUSSIA 2170,13.9,0.15,192.94574,116.36535,256.2034,2.080923,0.1817454,2.4047634,48800
BYRD 3505,11.8,0.15,3.878021,86.153791,302.95667,9.102103,0.114702,3.0105389,48800
BYRON 3306,12.7,0.15,10.383464,64.10503,213.60737,4.522982,0.1440801,2.2475774,48800
CABRERA 2997,13.5,0.15,103.28238,349.67604,355.4611,7.22088,0.199518,2.5548789,48800
CAECILIA 297,9.5,0.15,10.597349,357.73828,332.33353,7.552131,0.1458736,3.162736,48800
CAIA 952,9.2,0.15,240.93181,355.34668,18.826721,10.052243,0.2504607,2.9826773,48800
CALDEIRA 2926,13.3,0.15,173.34253,35.007082,221.28716,3.476986,0.1189852,2.2742517,48800
CALIFORNIA 341,10.55,0.15,237.14849,293.26966,29.308638,5.672023,0.1935481,2.2001343,48800
CALPURNIA 2542,11.4,0.15,65.634176,34.391818,146.59387,4.632145,0.0819001,3.124875,48800
CALTECH 2906,10,0.15,332.13194,296.15046,84.741396,30.730987,0.1184242,3.1586572,48800
CALVINIA 1245,9.89,0.15,336.62252,206.39676,152.08763,2.882816,0.0825817,2.8926313,48800
CAMBRIDGE 2531,10.9,0.15,257.2372,37.104726,104.67075,11.021664,0.0501195,3.0105871,48800
CAMELIA 957,9.7,0.15,343.24606,224.90407,233.18051,14.766641,0.0804485,2.9195646,48800
CAMILLA 107,7.08,0.08,290.57991,296.64647,174.15046,9.926069,0.0840731,3.482488,48800
CAMILLO 3752,15.5,0.15,288.48778,312.22569,148.03479,55.547926,0.3024143,1.4136534,48800
CAMPANIA 377,8.89,0.15,107.46244,196.48132,210.39789,6.671242,0.0754707,2.6923524,48800
CAMPANULA 1077,12.2,0.15,287.63908,13.434792,346.56884,5.408056,0.1990695,2.391735,48800
CAMPBELL 2751,12.7,0.15,283.36999,201.36698,246.75128,1.479224,0.1715259,2.4074773,48800
CAMPINS 3327,12.1,0.15,94.597167,244.80148,69.754769,1.564446,0.1064161,3.1679182,48800
CANDY 3015,11.1,0.15,348.6202,303.76114,38.607338,17.406912,0.1602374,3.4030226,48800
CANNONIA 1120,12.8,0.15,106.4516,219.16394,158.84828,4.045381,0.1550285,2.216568,48800
CANTABIA 740,8.97,0.15,300.88435,51.89682,116.39537,10.840553,0.1144784,3.0483077,48800
CANTERBURY 3563,11.3,0.15,140.18259,346.10282,268.26866,6.959675,0.1804826,2.7914361,48800
CAPRERA 479,9.6,0.15,70.065228,268.66825,136.59235,8.671615,0.2168177,2.7226895,48800
CARELIA 1391,12.07,0.15,276.41871,83.974548,103.9279,7.580521,0.1696848,2.544639,48800
CARINA 491,8.5,0.15,204.43818,240.81611,175.7392,18.904336,0.0897912,3.1860938,48800
CARLA 1470,11,0.15,228.4724,336.46568,359.45487,3.219605,0.0531036,3.1640912,48800
CARLIN 4121,12.6,0.15,179.13028,279.90484,46.970182,23.077147,0.2546432,2.3746976,48800
CARLOSPORTER 2858,13.7,0.15,32.400679,181.67519,128.77294,6.695222,0.1948254,2.2667953,48800
CARLOSTORRES 1769,13.7,0.15,16.786468,23.629207,319.69558,1.593924,0.1424546,2.1785878,48800
CARLOVA 360,8.48,0.15,118.83184,289.73941,132.78878,11.703798,0.1793399,3.002015,48800
CARLVESELY 3294,12.7,0.15,259.56411,156.79268,7.430607,6.977519,0.0692294,2.6975202,48800
CARMEN 558,9.09,0.15,268.74521,310.63102,144.14268,8.354684,0.0396202,2.9089151,48800
CARNEGIA 671,10,0.15,45.840621,99.917071,0.958668,8.034577,0.0622324,3.0964331,48800
CAROL 2214,12,0.15,243.29832,134.92759,188.6517,14.164737,0.2514684,3.184848,48800
CAROLINA 235,8.82,0.15,207.82941,207.06939,66.475568,9.040544,0.0626607,2.8807967,48800
CARPENTER 1852,11.1,0.15,152.54909,349.71403,95.884292,11.196105,0.068766,3.011821,48800
CARR 3837,12.9,0.15,300.33612,40.542298,234.05504,4.832555,0.0708681,2.4249168,48800
CARRASCO 4171,13.6,0.15,348.80247,28.893682,185.41315,4.027675,0.0795711,2.2432535,48800
CARRERA 3050,14.1,0.15,359.69523,84.664141,240.44457,1.302552,0.1894156,2.2248415,48800
CARUSI 4700,12.6,0.15,156.44356,11.50046,77.15216,5.43461,0.2029718,2.5602637,49000
CASTAFIORE 1683,11.6,0.15,127.96875,345.52882,327.13985,12.480514,0.1775646,2.7344084,48800
CASTALIA 4769,16.9,0.15,335.32112,121.15799,325.81179,8.8936,0.4831094,1.0631421,49000
CATRIONA 1116,9.7,0.15,335.03412,81.942203,357.10673,16.55786,0.2249106,2.927177,48800
CAUBETA 1344,12.8,0.15,0.907948,132.92729,60.270348,5.660182,0.1201828,2.2479767,48800
CAUPOLICAN 1974,11.9,0.15,123.935,96.685385,168.68647,10.220116,0.0995,3.1632907,48800
CAVA 505,8.61,-0.03,49.322712,336.06544,91.21948,9.807463,0.2428937,2.687447,48800
CAVAILLE-COLL 5184,13.7,0.15,80.99397,193.62076,332.28131,4.00147,0.0326668,2.1563606,49000
CEADAMS 3305,12.2,0.15,222.63322,239.65555,32.421912,13.460855,0.1513197,2.6035015,48800
CEBRIONES 2363,9.11,0.15,210.89176,52.361717,211.90895,32.247481,0.0345795,5.1331789,48800
CECILGREEN 4058,11.3,0.15,343.71519,254.10356,62.120525,10.794059,0.0979872,3.0111682,48800
CELESTIA 1252,10.89,0.15,114.37627,63.420141,141.14955,33.875191,0.2033732,2.6967993,48800
CELLINO 3857,13.4,0.15,42.338058,177.38356,49.119979,3.101685,0.1620826,2.3920599,48800
CELSIUS 4169,10.9,0.15,136.95719,21.440898,357.2443,10.238281,0.1704156,3.4026756,48800
CELUTA 186,8.91,0.15,46.161932,315.18439,14.954157,13.186262,0.1513352,2.3616023,48800
CENTENARIA 1240,9.7,0.15,295.54682,23.272087,324.17797,10.172854,0.1744122,2.86627,48800
CENTESIMA 513,9.75,0.15,296.78248,220.09798,185.05268,9.716905,0.0856826,3.0141939,48800
CEPLECHA 2198,14.3,0.15,349.6342,179.94415,223.5019,3.636034,0.1986662,2.5924585,48800
CERASKIA 807,10.56,0.15,327.82398,342.84595,132.63232,11.304935,0.0602008,3.0180125,48800
CERBERUS 1865,16.84,0.15,46.806216,325.1015,213.0754,16.087704,0.4670388,1.0802108,48800
CERES 1,3.34,0.12,141.46157,71.115861,80.676944,10.600006,0.0765601,2.7674389,48800
CERGA 2252,11.9,0.15,105.41839,23.988948,358.74037,4.241832,0.0709402,2.6169172,48800
CESCO 1571,11.5,0.15,314.75351,131.66846,293.27663,14.512343,0.1170458,3.1438032,48800
CETACEA 2089,10.98,0.15,228.76142,287.25,102.91054,15.409468,0.1563993,2.5327859,48800
CEVENOLA 1333,11.4,0.15,289.85038,334.38333,115.34846,14.608409,0.1324562,2.6345538,48800
CHACORNAC 1622,12.2,0.15,312.20814,255.90033,4.654501,6.466844,0.1631001,2.2345695,48800
CHAGALL 2981,12,0.15,285.6672,89.359303,187.54754,0.84666,0.164059,3.1566387,48800
CHAHINE 4103,11.3,0.15,135.98118,328.34917,23.437067,26.94605,0.1915241,2.3811277,48800
CHAIKA 1671,12,0.15,280.86579,248.42881,177.99998,3.961108,0.2599615,2.586827,48800
CHAKA 1246,10.9,0.15,13.622699,54.08816,290.9519,16.047305,0.3067242,2.6215983,48800
CHALDAEA 313,8.9,0.15,54.705619,315.06002,176.99639,11.62217,0.1798409,2.3763591,48800
CHALIAPIN 2562,11.3,0.15,216.93402,241.2466,340.41494,10.269365,0.0496782,3.0067151,48800
CHALONGE 2040,11.1,0.15,166.65172,84.995461,40.156001,14.6414,0.1954562,3.1096133,48800
CHAMPOLLION 3414,13.7,0.15,21.381441,60.62912,25.24107,5.299624,0.1008706,2.1900406,48800
CHANDRA 1958,10.7,0.15,11.070435,321.70997,345.23556,10.557192,0.1671037,3.1042687,48800
CHANG 2051,11.9,0.15,101.49216,172.85198,215.79582,1.340078,0.0748437,2.8423145,48800
CHANT 3315,12.4,0.15,303.61995,56.168676,147.17691,10.046869,0.0881559,2.6401445,48800
CHANTAL 1707,12.54,0.15,356.78828,42.226409,6.387781,4.042386,0.1703314,2.2190927,48800
CHAONIS 4630,13.4,0.15,58.754324,303.55281,63.107338,5.919908,0.1283689,2.669223,48800
CHAPLIN 3623,12.2,0.15,118.48625,233.32788,118.49818,3.068448,0.0846576,2.8520682,48800
CHAPMAN 2409,13.2,0.15,280.96335,207.72829,140.92773,3.509824,0.1914051,2.2656649,48800
CHARIS 627,9.95,0.15,280.93264,178.51556,142.82046,6.476572,0.0596054,2.8993621,48800
CHARLOIS 1510,11.2,0.15,101.32501,163.47248,331.81508,11.853508,0.151265,2.6693844,48800
CHARLOTTE 543,9.4,0.15,108.84907,111.08852,295.52786,8.469482,0.1461036,3.0685717,48800
CHARYBDIS 388,8.57,0.07,154.42753,325.60947,354.9391,6.464485,0.0615298,3.0045836,48800
CHAUCER 2984,13.1,0.15,221.31193,47.20173,81.899526,3.053383,0.1332284,2.47073,48800
CHEBOTAREV 1804,11.7,0.15,192.59943,306.65657,325.9868,3.645527,0.0219082,2.4100255,48800
CHEBYSHEV 2010,11.62,0.15,52.39115,28.400421,9.548474,2.434856,0.1795616,3.0981865,48800
CHEKHOV 2369,11.8,0.15,89.753387,242.90707,48.217805,2.639199,0.0482541,2.7826223,48800
CHENJIAGENG 2963,12.3,0.15,265.08429,350.21644,47.930508,2.709418,0.0761981,2.8698904,48800
CHEPHREN 4412,12.7,0.15,259.09201,215.80575,137.07275,2.173899,0.1663632,3.1341737,48800
CHERNOVA 4207,11.3,0.15,267.98299,215.04683,261.74637,9.022699,0.0484669,3.0212163,48800
CHERNYKH 2325,11.9,0.15,68.084503,263.1606,140.29403,1.911039,0.1602747,3.1532149,48800
CHERNYSHEVSKIJ 2783,13.2,0.15,112.3363,169.56913,198.43907,0.768001,0.1653555,2.5609446,48800
CHERSON 2701,12.5,0.15,206.93386,284.64007,14.673573,6.269464,0.1443971,3.1715542,48800
CHERUSKIA 568,9.1,0.15,194.43621,172.90217,250.19118,18.373582,0.1684038,2.8813395,48800
CHICAGO 334,7.64,0.15,70.505363,135.70229,130.76725,4.656216,0.041715,3.8788679,48800
CHIKAKO 4577,12.2,0.15,274.25027,63.699394,58.489358,9.417141,0.2852095,2.6273789,48800
CHILD 4580,11.7,0.15,281.55184,15.223802,169.93891,13.917608,0.1065588,2.6357295,48800
CHILTON 2221,12.8,0.15,306.19775,80.984688,246.33749,13.801104,0.1391011,2.5900066,48800
CHIMAERA 623,10.97,0.15,99.43994,124.55014,308.53213,14.155495,0.1146705,2.4610809,48800
CHIMAY 1633,10.5,0.15,90.603098,57.305712,115.27276,2.674611,0.1440653,3.1725755,48800
CHINA 1125,11.2,0.15,15.515927,12.545956,97.371726,3.038504,0.2111057,3.1359479,48800
CHING-SUNGYU 3797,12.11,0.15,288.27585,253.83828,182.82119,0.815287,0.1612869,3.2066998,48800
CHINY 1787,11.7,0.15,158.87091,277.77298,307.56425,8.914111,0.0527973,3.0024229,48800
CHIRON 2060,6,0.15,334.49016,339.15565,209.39125,6.927748,0.384554,13.751385,48800
CHIVILIKHIN 2977,12.7,0.15,296.74205,184.77013,170.80728,9.590463,0.1717723,2.783119,48800
CHIZHEVSKIJ 3113,13.2,0.15,211.20558,196.70621,186.18017,4.96489,0.0757522,2.4268804,48800
CHKALOV 2692,12.3,0.15,203.17932,300.0415,236.57865,9.30009,0.1817407,2.5827821,48800
CHLOE 402,9.02,0.15,302.91739,18.379217,129.80588,11.826695,0.1139715,2.5572489,48800
CHLORIS 410,8.3,0.15,0.889568,172.52816,97.338979,10.928559,0.2368483,2.7281882,48800
CHLOSINDE 938,10.8,0.15,266.99015,228.43824,119.25133,2.665082,0.1883173,3.1568235,48800
CHOPIN 3784,11,0.15,113.13956,194.26604,94.902849,13.546596,0.1730697,3.1218217,48800
CHRISTA 1015,9.03,0.15,74.299914,272.81666,121.34247,9.459366,0.0788184,3.2086686,48800
CHRISTABEL 2695,12.3,0.15,345.16409,288.64282,63.393224,14.890859,0.0789362,2.709264,48800
CHRISTINE 628,9.25,0.15,37.209883,204.46945,112.29325,11.51545,0.0446392,2.5817129,48800
CHRISTOPHE 1698,11.2,0.15,147.22468,118.34678,27.541808,1.522181,0.1140161,3.1600184,48800
CHRISTYCAROL 2834,12,0.15,221.3784,278.90196,208.92042,6.443565,0.1547054,2.5436054,48800
CHRYSEIS 202,7.42,0.15,209.47485,354.05185,137.29715,8.818651,0.0951128,3.0770339,48800
CHRYSOTHEMIS 637,11,0.15,62.592217,169.91402,356.00086,0.290739,0.1425773,3.1550877,48800
CHUKOKKALA 3094,12,0.15,354.3034,48.301697,172.73144,14.573221,0.0706814,2.6483555,48800
CHUKOTKA 2509,12.6,0.15,298.57145,348.11249,344.0323,2.846902,0.1916702,2.4559784,48800
CHURYUMOV 2627,12,0.15,117.38082,317.32629,109.71139,2.497529,0.1724051,3.1118187,48800
CHUVASHIA 2670,10.5,0.15,110.09211,177.17997,285.24533,9.839207,0.0768034,3.167618,48800
CIMBRIA 1275,10.72,0.15,237.23512,196.94474,188.76558,12.856484,0.1685442,2.6789401,48800
CIMMERIA 1307,12.25,0.15,50.293199,206.90038,234.18841,3.94427,0.0966435,2.250683,48800
CINCINNATI 1373,13,0.15,5.610267,100.17272,297.63894,39.029787,0.3219881,3.4028559,48800
CINDIJON 2298,12.9,0.15,215.44387,147.04742,198.83782,5.1546,0.1708903,2.4072069,48800
CINEY 3138,13.4,0.15,276.19971,319.61173,225.57898,4.610984,0.07435,2.2253909,48800
CIRCE 34,8.51,0.15,96.300102,327.94684,184.7684,5.482886,0.1071148,2.6861509,48800
CIURLIONIS 2420,12.2,0.15,4.379335,196.66552,205.89257,14.64219,0.1326171,2.5604125,48800
CLAPTON 4305,12,0.15,104.08593,324.46548,180.35817,1.793632,0.0712535,2.9119177,48800
CLARA 642,9.98,0.15,241.28132,105.83115,7.496428,8.101025,0.1256923,3.196066,48800
CLARISSA 302,10.89,0.15,49.190798,54.685191,8.03873,3.416711,0.1111945,2.4054074,48800
CLAUDIA 311,9.89,0.15,270.24497,83.001809,81.304023,3.227188,0.0047692,2.8966569,48800
CLEMATIS 1101,10.1,0.15,22.413668,116.04618,202.33245,21.349023,0.074691,3.2368348,48800
CLEMENCE 1919,13.45,0.15,160.41532,99.681367,357.15326,19.339965,0.0951605,1.9358301,48800
CLEMENTINA 252,9.1,0.15,25.148215,155.79825,202.59623,10.071461,0.0822043,3.154808,48800
CLEOBULUS 4503,15.9,0.15,195.63331,72.76227,48.751764,2.549207,0.5171571,2.7204017,48800
CLIFFORD 4276,14.3,0.15,244.13799,3.236977,77.062744,21.026879,0.2037177,2.0097329,48800
CLIMENHAGA 3034,12.3,0.15,58.218967,313.34462,10.873236,4.928108,0.2115254,2.3236228,48800
CLINE 1982,12.5,0.15,316.51881,279.28009,42.62283,6.84337,0.2497897,2.3099737,48800
CLINTFORD 3185,14,0.15,263.7133,281.86615,71.393739,3.962845,0.194212,2.365226,48800
CLIVIA 935,12.9,0.15,214.89926,57.694648,346.77411,4.029514,0.1467482,2.2183792,48800
CLOELIA 661,9.63,0.15,39.252906,174.38759,336.33948,9.259099,0.042502,3.0157978,48800
CLORINDE 282,10.91,0.15,13.469258,295.77016,145.14743,9.028532,0.0807719,2.3389113,48800
COCONINO 2939,12.6,0.15,191.44972,235.82403,350.37954,3.973322,0.1609992,2.4411636,48800
COELESTINA 237,9.24,0.15,165.1026,198.61009,84.590236,9.755821,0.0740164,2.7612458,48800
COGSHALL 1764,11.2,0.15,212.42694,82.251131,152.48928,2.227691,0.1301961,3.0861498,48800
COHNIA 972,9.5,0.15,119.20248,91.095309,282.95739,8.358023,0.2248957,3.0719251,48800
COLCHAGUA 3495,11.5,0.15,34.857257,93.506246,123.71324,2.461285,0.1314821,3.2031006,48800
COLCHIS 1135,10.2,0.15,165.27606,3.12883,351.18143,4.558081,0.1137641,2.6685102,48800
COLOCOLO 1973,11.6,0.15,50.305694,163.03861,183.78681,10.61895,0.0940234,3.1757985,48800
COLUMBIA 327,10.1,0.15,138.38679,305.77975,355.25835,7.150754,0.0639093,2.7747626,48800
COMACINA 489,8.32,0.15,184.49111,1.8272,167.44373,12.931398,0.0325426,3.1582979,48800
COMASSOLA 1655,11.04,0.15,169.02765,323.3849,111.5403,9.593949,0.2350552,2.7791112,48800
COMRIE 3521,14.3,0.15,168.42451,34.036698,59.048919,3.873417,0.0675356,2.2614655,48800
CONCORDIA 58,8.86,0.15,279.39366,32.666337,161.52732,5.061601,0.0461908,2.6987998,48800
CONNELLY 4816,12.9,0.15,245.84317,82.90111,275.34202,11.82669,0.2744391,2.5884426,49000
CONRADA 1528,12.4,0.15,294.94036,59.156734,139.54026,8.51637,0.1412261,2.4155121,48800
CONSTANTIA 315,13.2,0.15,22.319021,172.54223,161.82931,2.423779,0.1689398,2.2413269,48800
COOK 3061,11.9,0.15,319.11627,245.70167,98.212701,3.259641,0.1967525,3.0868024,48800
COONABARABRAN 2618,12,0.15,118.56985,73.693323,282.1187,9.224775,0.1117808,3.0250942,48800
COPLAND 4532,11.9,0.15,159.90366,356.38804,200.32968,10.124615,0.0398064,2.9957094,48800
COPPELIA 815,10.7,0.15,237.20082,56.354917,57.473294,13.88712,0.0736526,2.659572,48800
COPPERNICUS 1322,12.16,0.15,125.60017,29.645669,253.43661,23.31458,0.2333772,2.4238048,48800
CORA 504,9.4,0.15,331.38269,247.34153,104.99064,12.91965,0.2175203,2.7205036,48800
CORBETT 2442,12.8,0.15,137.92827,104.16716,190.86311,5.081444,0.1186951,2.3870158,48800
CORDELIA 2758,13.7,0.15,110.48103,65.738228,336.04927,2.817206,0.2730642,2.5546418,48800
CORDUBA 365,9.18,0.15,185.95423,215.79619,185.56249,12.801953,0.1570142,2.8012526,48800
CORNELIA 425,9.9,0.15,97.945812,120.35772,61.524403,4.051306,0.0568558,2.8872296,48800
CORTUSA 1232,10.2,0.15,36.948706,328.80196,262.80779,10.180687,0.1240447,3.1928169,48800
CORVINA 1442,11.57,0.15,178.70629,126.6933,221.41533,1.246155,0.0757461,2.878836,48800
COSETTE 915,11.7,0.15,71.668581,39.072311,9.567475,5.553123,0.1392142,2.2278907,48800
COSICOSI 2129,13.7,0.15,288.25013,317.99614,58.670592,5.519718,0.1739388,2.180701,48800
COSIMA 644,11.13,0.15,89.057794,268.05364,109.84777,1.040392,0.1553065,2.5994291,48800
COTTRELL 2026,12.8,0.15,287.63703,209.65235,311.78152,2.467753,0.1173181,2.445779,48800
COUBERTIN 2190,13.56,0.15,57.878112,316.12825,262.95108,0.828588,0.0908533,2.4702834,48800
COVENTRY 3009,14.1,0.15,291.87841,316.24417,8.73641,4.562953,0.2048162,2.196414,48800
COWELL 1898,11.9,0.15,276.60332,233.8214,163.73977,1.017533,0.1732755,3.1135562,48800
COX 1476,12.9,0.15,88.841823,349.40808,330.82693,6.332579,0.1905684,2.2805278,48800
CRAGG 5068,12,0.15,81.19929,220.98904,208.96492,11.60775,0.0548291,3.03628,49000
CRAO 1725,10.9,0.15,185.34923,229.37129,119.48485,3.166473,0.0878895,2.90774,48800
CREMONA 486,10.7,0.15,7.684687,123.9736,94.433982,11.081103,0.1639101,2.3513493,48800
CRESCENTIA 660,9.14,0.15,196.29298,104.771,157.3481,15.239348,0.1054333,2.5332404,48800
CRESPO 4373,13.8,0.15,330.72431,239.60319,154.65824,4.95942,0.1758721,2.2315137,48800
CRIMEA 1140,10.28,0.15,259.54067,310.31472,72.481929,14.129058,0.1131543,2.7710379,48800
CRISSER 2757,11.3,0.15,200.9603,52.902095,10.253409,0.688709,0.2043325,3.1600772,48800
CROATIA 589,9.14,0.15,339.16498,212.30144,178.26847,10.803591,0.0495558,3.1335643,48800
CROCUS 1220,11.72,0.23,270.36644,326.96974,113.78728,11.35919,0.0707931,3.0059734,48800
CROMMELIN 1899,13.3,0.15,250.7207,127.99854,52.359047,7.278718,0.1060041,2.2648553,48800
CRUIKSHANK 3531,12.9,0.15,273.81704,299.48382,193.20591,13.138078,0.1441812,2.6243477,48800
CUCULA 2731,10.7,0.15,247.80695,127.49602,151.66293,13.244352,0.2049579,3.1744474,48800
CUFFEY 2334,13.5,0.15,281.6744,112.10052,121.17669,4.085761,0.0751049,2.2688293,48800
CUNITZA 2226,11.6,0.15,133.73592,331.65584,43.239899,2.547092,0.0785555,2.8718628,48800
CUNNINGHAM 1754,9.77,0.15,3.209274,112.09524,163.34751,12.113871,0.167943,3.9525292,48800
CUNO 4183,14.5,0.15,328.37703,235.1177,295.96266,6.767558,0.6373045,1.9805512,48800
CUPIDO 763,12.5,0.15,162.41469,88.548726,290.20532,4.082959,0.1658168,2.2414122,48800
CUYO 1917,13.9,0.15,306.50835,194.14838,188.51975,23.984379,0.5052602,2.1492824,48800
CYANE 403,9.1,0.15,310.72172,254.03516,244.98479,9.151745,0.0960801,2.8100004,48800
CYBELE 65,6.62,0.01,175.50312,109.20977,156.05178,3.544445,0.1046347,3.4330659,48800
CYDONIA 1106,12,0.15,20.067083,228.0984,328.59781,13.109895,0.122464,2.5975606,48800
CYRENE 133,7.98,0.13,132.636,292.69433,319.36381,7.226475,0.140245,3.0602671,48800
CZECHOSLOVAKIA 2315,10.7,0.15,248.3505,11.142029,30.628048,10.726043,0.1130361,3.0071946,48800
DAEDALUS 1864,14.85,0.15,288.27712,325.44523,6.796024,22.180801,0.6148896,1.4610479,48800
DAGHESTAN 2297,11,0.15,273.45999,93.801774,140.72418,1.602219,0.1413237,3.1572234,48800
DAGMAR 1669,10.97,0.15,289.88635,182.42995,19.160895,0.949049,0.1188664,3.1339821,48800
DAGUERRE 3256,12.3,0.15,55.653124,267.8207,174.74845,7.82748,0.0965006,2.7794917,48800
DAISETSUZAN 4839,12.8,0.15,308.99209,179.86265,177.41397,7.56863,0.0705871,2.4344295,49000
DALERA 1511,12.7,0.15,252.39054,96.375201,82.016534,4.071337,0.1076886,2.3578197,48800
DALI 2919,11.6,0.15,285.94648,114.89618,162.41897,1.409771,0.1407743,3.1422006,48800
DALIYA 3384,13.6,0.15,267.60671,262.16447,139.78034,2.756792,0.2105563,2.3845424,48800
DAMIAAN 4226,11.6,0.15,202.73757,131.24804,212.55801,5.358669,0.2571458,2.8686235,48800
DAMOCLES 5335,13.3,0.15,18.55655,191.28448,314.11819,61.87656,0.8670427,11.886213,49000
DANAE 61,7.68,0.15,196.58541,13.368583,334.04697,18.210393,0.1621942,2.9905197,48800
DANBY 3415,10.5,0.15,15.649821,137.93541,254.66603,1.354938,0.2476405,3.9660143,48800
DANCEY 4021,13.9,0.15,25.502709,326.24523,49.773425,3.547585,0.1701639,2.2822325,48800
DANGRANIA 3120,11.6,0.15,146.28236,134.01641,221.07368,12.915907,0.0930092,3.0309298,48800
DANGREEN 2068,11.5,0.15,283.35341,318.8408,96.315533,12.897302,0.1000271,2.7719995,48800
DANIEL 2589,12.4,0.15,201.12744,208.27751,149.19634,2.617017,0.0812569,2.8813685,48800
DANJON 1594,12.2,0.15,266.67419,221.6758,69.647992,8.950844,0.1946681,2.2698001,48800
DANMARK 2117,11.7,0.15,234.22594,264.83526,59.748385,2.936297,0.0669174,2.8721896,48800
DANTE 2999,13.4,0.15,144.14497,38.59048,75.150486,6.770378,0.1054632,2.27053,48800
DANUBIA 1381,12.29,0.15,239.35629,29.313811,352.23015,4.691892,0.1819735,2.487395,48800
DANZIG 1419,11.3,0.15,321.88693,232.21209,213.83457,5.719528,0.1467613,2.2927176,48800
DAPHNE 41,7.12,0.1,189.81998,46.212879,178.38022,15.777109,0.2751953,2.7611124,48800
DAPHNEPLANE 2645,12.3,0.15,32.190312,79.571786,350.01703,13.790095,0.1061472,2.3910735,48800
DARES 4827,10.1,0.15,58.07139,168.70259,242.08232,7.69909,0.0456373,5.1400302,49000
DARWIN 1991,12.9,0.15,110.01158,345.12296,328.73601,5.922475,0.2081087,2.2481172,48800
DASHA 3321,13,0.15,51.375498,201.67721,163.03865,7.338451,0.2018828,2.5453322,48800
DATO 3146,13.2,0.15,94.198766,83.40226,183.64312,8.382272,0.1967224,2.4350672,48800
DATURA 1270,12.5,0.15,229.24005,258.67775,98.013368,5.98686,0.208141,2.234616,48800
DAVIDA 511,6.22,0.16,58.481848,339.37729,107.97195,15.926863,0.1792712,3.1762039,48800
DAVIDALLEN 4499,12.2,0.15,278.94907,89.779461,318.41643,6.566308,0.1734659,3.165521,48800
DAVIDBENDER 2725,10.4,0.15,193.64258,24.936551,62.228844,15.604121,0.1553206,3.030102,48800
DAVIDHUGHES 4205,14.7,0.15,8.926346,109.71696,276.71423,16.476471,0.1493814,1.7265525,48800
DAVIDWEILLA 1037,13.6,0.15,14.920704,169.01843,200.92032,5.893285,0.1915805,2.2547295,48800
DAVIS 3638,11.4,0.15,311.48958,168.67132,109.48569,11.280768,0.0680384,3.0161879,48800
DAVY 3605,13,0.15,179.3248,199.00019,282.92488,3.916777,0.0799225,2.2514739,48800
DAVYDOV 3126,11.5,0.15,143.20217,161.15082,206.74963,9.681001,0.1006989,3.0104715,48800
DAWE 4393,12.5,0.15,5.78547,84.608832,125.56141,2.198573,0.1391338,3.204582,48800
DAWN 1618,11.5,0.15,19.964464,182.64807,103.14423,3.225876,0.0286852,2.8690542,48800
DAWSON 1829,12.5,0.15,318.94342,141.74378,293.73997,6.333343,0.1202201,2.2511732,48800
DE JAGER 3798,13.7,0.15,41.185176,244.31876,314.75018,2.432378,0.077214,2.1678005,48800
DEBEHOGNE 2359,12.9,0.15,100.97662,76.588657,206.28977,4.333085,0.1147,2.4256259,48800
DEBETENCOURT 3411,13.5,0.15,322.13178,49.917188,69.523389,5.389383,0.1177233,2.2427177,48800
DEBORAH 541,10.1,0.15,273.34355,355.49723,268.22771,5.988266,0.0500739,2.8172469,48800
DEBUSSY 4492,12.9,0.15,266.85789,52.416605,350.3908,8.032238,0.1802994,2.7660801,48800
DECABRINA 2551,12.1,0.15,318.01147,29.522265,11.231375,0.642714,0.1874637,3.1396384,48800
DECLERCQ 2852,12.3,0.15,100.0322,254.45102,110.23665,1.699823,0.0848136,2.7848812,48800
DEFLOTTE 1295,10.6,0.15,119.61038,279.04543,185.3503,2.863722,0.1120062,3.3969039,48800
DEGASPARIS 4279,14.4,0.15,228.42193,160.41931,266.00843,4.264526,0.2070711,2.3647561,48800
DEIPHOBUS 1867,8.61,0.15,171.79391,357.59286,283.67649,26.875133,0.0431523,5.1548284,48800
DEIPYLOS 4060,9.2,0.15,118.23482,305.41571,168.29272,16.153571,0.1570275,5.253265,48800
DEIRA 1244,11.3,0.15,327.49508,261.25253,277.37453,8.703098,0.0976931,2.3435957,48800
DEJAN 1555,11.7,0.15,176.27546,46.899396,318.78902,6.0383,0.2767338,2.6925291,48800
DEJANIRA 157,10.6,0.15,19.468085,47.19747,62.260965,12.143617,0.1959158,2.5808038,48800
DEJOPEJA 184,8.31,0.15,30.665496,209.20751,332.85038,1.14847,0.0833334,3.1771782,48800
DELASALLE 3002,12.8,0.15,304.03794,132.29572,115.59265,6.1416,0.1311517,2.2400338,48800
DELIA 395,10.38,0.15,146.74887,11.197177,259.88926,3.355023,0.0873887,2.7835385,48800
DELILA 560,10.6,0.15,86.035877,4.313197,105.6812,8.463265,0.162212,2.7494326,48800
