Name Number,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
-none-
1971SP3 3922,12.6,0.15,265.37415,13.50851,351.18564,2.020317,0.2023238,3.134344,48800
1971SX1 4466,12,0.15,51.91583,194.288,171.05285,2.096908,0.0310298,2.940698,48800
1971UG1 3337,12.5,0.15,112.5375,220.11362,179.34003,1.978379,0.0762687,2.8459693,48800
1971UJ 3514,11.7,0.15,252.63252,344.4127,24.927593,3.516755,0.2005261,3.9344305,48800
1971UM1 2838,14.6,0.15,266.68489,332.82641,80.454637,2.131644,0.1891588,2.3411902,48800
1971UP 3081,13.8,0.15,241.55005,278.575,44.191808,5.296305,0.1813521,2.411597,48800
1971UQ1 2281,13.7,0.15,207.86314,108.67732,206.91407,1.480225,0.1445284,2.1888915,48800
1971UV 2418,12.5,0.15,260.01986,30.818213,31.811382,1.330216,0.1737059,3.1128823,48800
1971UX 3336,14.5,0.15,320.1225,122.62382,243.48678,0.851737,0.1876874,2.324162,48800
1972 GL 4810,13.6,0.15,91.86471,132.47123,48.33778,7.76346,0.1025394,2.2381336,49000
1972 HR 5155,11.8,0.15,227.17719,230.29716,61.6475,6.15632,0.1448916,3.1130188,49000
1972 KL 5156,13.5,0.15,176.74948,148.02981,132.97593,5.5722,0.1890832,2.3976842,49000
1972 RF 5040,13.2,0.15,167.09539,149.12034,175.83811,24.35792,0.2295939,2.4159862,49000
1972 RY3 5495,11.3,0.15,135.90112,300.41801,33.82671,9.21408,0.045907,3.4178284,49200
1972FA 2272,13.94,0.15,53.962463,278.16836,175.67989,24.330028,0.0900874,1.8669151,48800
1972HX 4514,13.4,0.15,241.80709,88.174389,110.63583,7.968351,0.1511105,2.3450377,48800
1972KM 3862,13.1,0.15,326.65949,179.71357,106.82281,9.019863,0.2526646,2.5386173,48800
1972RQ 3883,11.7,0.15,249.11727,181.90453,169.36659,12.843336,0.1240342,2.6101855,48800
1972RT3 3889,12.8,0.15,190.5801,236.31352,116.7261,3.500915,0.218278,2.6781237,48800
1972TC2 4005,12.5,0.15,89.428767,265.16558,74.492747,6.830735,0.1505935,2.4507601,48800
1972TD 3475,10.7,0.15,75.091603,235.32863,242.19776,15.017841,0.1292246,3.1725464,48800
1972TW3 4268,13.4,0.15,214.6359,18.732557,359.87745,4.261446,0.2603193,2.6376537,48800
1972UA 2868,13.1,0.15,57.949231,260.25731,138.62601,7.551606,0.1735806,2.8156491,48800
1972YR 4006,12.6,0.15,353.87696,121.55934,294.74495,2.375947,0.1811673,2.5166949,48800
1973 AT3 5411,11.8,0.15,187.80809,224.18944,318.40361,5.63564,0.0330515,3.0771738,49000
1973 NA 5496,14.9,0.15,116.55216,118.24266,101.10844,68.01105,0.6383556,2.4336361,49200
1973 SC6 4917,12.8,0.15,77.98392,195.61274,181.11502,3.70208,0.1093701,2.7409106,49000
1973 SO3 4811,14.1,0.15,321.93229,274.71281,9.30686,5.064,0.1824353,2.2463995,49000
1973 SO4 4682,14,0.15,209.93025,88.29553,321.67394,3.82524,0.1961012,2.2700157,49000
1973 SQ1 5244,9.9,0.15,264.03524,124.8248,213.31951,6.15963,0.0267127,5.1522055,49000
1973 SR3 5412,14.2,0.15,37.73165,305.45287,26.76152,2.41483,0.1879009,2.4444514,49000
1973 TP 4962,12.3,0.15,222.55941,141.82546,207.16032,15.09037,0.1454778,2.6082784,49000
1973DE 2541,12.1,0.15,41.438985,327.16733,77.313043,3.200007,0.0769355,2.9357354,48800
1973DG 2472,13.1,0.15,248.29504,159.57945,344.94787,5.117099,0.0941805,2.2651087,48800
1973DH 2407,10.77,0.15,101.74435,8.764706,342.96755,2.489562,0.2198098,2.9223205,48800
1973DP 2901,11.9,0.15,211.33564,238.75423,69.364782,3.176202,0.0470971,2.8666671,48800
1973DS 3627,13.4,0.15,93.851821,125.68518,85.954462,9.697311,0.147603,2.348521,48800
1973DT 3407,12.6,0.15,196.53515,343.32342,103.27411,13.104326,0.158512,2.685294,48800
1973FE1 3940,12.7,0.15,355.46474,304.49376,194.86321,22.835226,0.0566661,1.9878765,48800
1973QD2 4049,11.9,0.15,202.1158,213.70687,98.023576,2.396476,0.2667549,3.0801549,48800
1973SD 2643,15,0.15,13.414387,65.59224,348.77632,22.980942,0.2728653,2.3778069,48800
1973SD6 4515,13.2,0.15,297.30669,102.43926,338.40123,1.971857,0.1521671,2.4144469,48800
1973SN6 4516,12.4,0.15,262.17812,305.73422,175.11351,4.671559,0.0096554,2.7779639,48800
1973SW4 4304,13.7,0.15,323.7987,61.252882,313.18117,3.062757,0.1509776,2.4521858,48800
1973SZ3 4303,14.1,0.15,284.91524,14.830871,32.629538,2.420702,0.1319748,2.1727323,48800
1973UU4 3695,14.1,0.15,86.999113,196.44658,177.33981,7.429697,0.2302637,2.349446,48800
1974 FO 5569,13.5,0.15,322.3046,283.24448,353.9283,5.26702,0.1604547,2.4348054,49200
1974 ME 5042,11.5,0.15,207.54969,174.27928,86.83953,11.06394,0.0547041,3.004542,49000
1974 QU1 4918,13.2,0.15,67.28533,194.17535,205.73028,1.76368,0.2346856,2.639058,49000
1974 QX1 5359,13.8,0.15,27.41804,310.17585,63.78108,1.59907,0.1994922,2.3403084,49000
1974 SB5 5043,12.4,0.15,138.49384,289.35337,51.34783,1.87873,0.1697767,3.1038869,49000
1974 SD3 5301,11.4,0.15,345.13968,141.0575,244.33134,10.00241,0.1005921,3.3651532,49000
1974 SP1 4980,12.3,0.15,31.12501,355.7108,60.82874,1.86821,0.1451313,3.197754,49000
1974 SR1 4919,13.7,0.15,153.15813,326.76908,350.44647,5.01804,0.2432445,2.2696934,49000
1974 ST 5014,12.2,0.15,129.31983,191.99918,105.09916,2.36019,0.2294459,3.1663523,49000
1974 SW 5078,13.6,0.15,78.84314,123.03001,225.24849,2.83827,0.2136898,2.6677223,49000
1974 SX1 5300,14.1,0.15,120.89638,350.20645,10.76578,6.44231,0.1619275,2.2747568,49000
1974 VG 4879,11.8,0.15,62.4113,16.21653,49.6131,10.27963,0.0836588,3.1690119,49000
1974 VS 4981,12,0.15,313.03332,299.51159,50.37984,2.71016,0.0806982,2.8738112,49000
1974DC 3109,11.6,0.15,163.67967,257.26676,22.920785,7.18499,0.0878591,2.4510582,48800
1974FN 4269,13.8,0.15,78.183349,322.43892,338.00139,3.452368,0.1654603,2.2307886,48800
1974FV1 3708,9.2,0.15,119.24147,56.226893,291.21131,13.36673,0.1574888,5.2219261,48800
1974MH 3083,13.8,0.15,100.82821,263.5539,346.7876,6.490108,0.1512401,2.2848603,48800
1974OD 3118,10.9,0.15,210.1283,265.05082,305.27819,13.262396,0.0623737,3.0341728,48800
1974QO2 3681,13.5,0.15,154.40435,172.09663,133.16947,4.062831,0.1848636,2.2291742,48800
1974QT1 3770,14.5,0.15,157.91881,20.553271,345.68634,6.360406,0.1797808,2.1949098,48800
1974RG1 3964,13.1,0.15,331.49161,8.401763,334.40652,8.684242,0.1686316,2.7558778,48800
1974SB3 3771,14.1,0.15,112.68773,136.71163,249.71694,4.541101,0.1679833,2.2259148,48800
1974SD5 3438,11.5,0.15,125.60553,346.55202,3.14384,15.278903,0.1973995,3.0521406,48800
1974SU1 3429,13.8,0.15,359.08546,162.46198,180.85092,1.324163,0.1910574,2.3385473,48800
1974SY4 2740,11.7,0.15,240.27498,91.341581,198.43085,9.356056,0.064482,3.0060987,48800
1974VQ2 2950,11.9,0.15,303.84664,293.92385,112.39662,9.592959,0.2630542,2.7553378,48800
1974YP 3051,12.8,0.15,130.72021,92.236008,280.87274,13.330177,0.2574193,2.5960256,48800
1975 BP1 5198,11.8,0.15,125.84535,310.91303,150.96412,2.1013,0.1665087,3.10939,49000
1975 DB 5079,12.6,0.15,66.87906,245.08221,269.66108,10.76457,0.2091027,2.6384347,49000
1975 QO 4652,13.4,0.15,340.51205,50.15517,328.23677,11.09219,0.3111189,2.644144,49000
1975 SH 3296,12,0.15,299.23242,268.92626,113.28371,13.930836,0.1959157,2.6539564,48800
1975 SS 5497,12.4,0.15,33.61472,302.86893,195.74374,10.7475,0.0577577,3.0087718,49200
1975 TH6 5386,13.1,0.15,107.81562,198.54808,91.02953,9.462,0.1385513,2.2420559,49000
1975 TR4 4880,11.9,0.15,332.32785,188.5087,218.7267,21.16799,0.0355981,2.6712479,49000
1975 TS3 5385,12.2,0.15,64.42937,302.51699,41.69123,9.82885,0.2411325,3.1352992,49000
1975 TX2 5612,13,0.15,133.72054,40.48625,53.23309,7.73995,0.1009665,2.4850175,49200
1975 VD9 5360,11.5,0.15,359.15214,20.20006,18.54644,21.70765,0.0310548,3.2416898,49000
1975 VP 5015,14,0.15,114.32901,262.26219,145.31961,3.35146,0.1244506,2.1754605,49000
1975 VS5 5453,14,0.15,92.22663,245.03969,167.37084,6.33477,0.155767,2.2556881,49200
1975 XJ 4881,14.7,0.15,243.17518,348.67424,141.51857,8.0803,0.0458856,2.3143177,49000
1975 YE 4725,12.5,0.15,200.81447,253.92559,186.50209,13.812,0.234353,2.879864,49000
1975AA 2375,10.61,0.15,302.895,102.74029,110.98008,15.01468,0.2204263,3.1695449,48800
1975AM 3468,11.7,0.15,208.31053,308.25622,81.411431,10.997069,0.0858795,3.0176123,48800
1975BF 4616,12.3,0.15,62.538308,258.78149,175.55924,1.176251,0.164871,3.1610769,48800
1975EA6 3466,13.2,0.15,238.31366,128.1679,104.97975,1.76381,0.1591658,2.3376538,48800
1975ED 4185,13.2,0.15,26.757765,320.17705,266.12694,2.228472,0.0975803,2.2172544,48800
1975ES 3470,13.2,0.15,265.52667,311.88177,237.67387,2.551668,0.1436062,2.346276,48800
1975PA 2994,13.9,0.15,176.76764,320.68396,358.56372,2.490661,0.2296746,2.4176649,48800
1975SC 3110,13.2,0.15,345.18869,73.120398,348.38038,2.247118,0.1234052,2.5619902,48800
1975SV 4517,13.4,0.15,142.89053,283.93161,32.357632,4.199745,0.1749404,2.1570991,48800
1975TJ6 4270,13.5,0.15,147.1648,320.0485,125.7714,12.1285,0.1825767,2.3672214,48800
1975VA9 3965,12.3,0.15,305.46909,131.23928,285.03638,12.717482,0.1572875,2.6501524,48800
1975VE2 4139,11.9,0.15,44.63171,183.7354,134.25869,1.588174,0.1737363,3.1379803,48800
1975VG9 3816,12,0.15,266.92912,197.01956,311.30439,12.145433,0.123483,2.6073947,48800
1975VN2 4467,11.8,0.15,279.21737,39.675948,34.433557,14.162005,0.1489824,2.6385788,48800
1975VY4 3482,12.1,0.15,238.0256,247.16577,129.14134,4.698477,0.1721482,2.7797235,48800
1975VZ 4591,13.8,0.15,128.78143,248.18324,141.94146,2.611442,0.2346276,2.4566846,48800
1976 GJ1 4683,11.9,0.15,71.18751,300.89359,164.46913,1.21863,0.1563603,3.119484,49000
1976 GJ2 4653,13,0.15,249.35146,53.05636,205.32896,11.28484,0.1754588,2.6830451,49000
1976 GM7 5570,11.5,0.15,41.21288,334.66877,174.31933,10.781,0.0630989,3.240591,49200
1976 GR2 5245,13.5,0.15,71.57079,87.18144,146.26296,3.25133,0.1036598,2.1613891,49000
1976 GU3 5219,12.4,0.15,341.25592,158.39228,55.34974,2.04132,0.1403421,3.189697,49000
1976 GX3 5016,12.9,0.15,235.99022,97.04781,187.45547,3.63896,0.1322608,2.2958295,49000
1976 SM2 4777,14.1,0.15,30.35214,167.80317,195.07204,1.31886,0.1304773,2.1749712,49000
1976 TA4 2313,12.9,0.15,50.184043,108.35616,229.96317,1.82701,0.1913965,2.4568922,48800
1976 UH16 5541,12.3,0.15,342.54988,202.44173,193.68905,12.86985,0.1550369,3.1754924,49200
1976 US1 4851,12.9,0.15,232.18286,88.66564,27.48767,15.49626,0.0600557,2.6018623,49000
1976 WC1 5081,12.2,0.15,347.29053,162.66259,83.44947,13.19764,0.1142583,2.3184074,49000
1976 YC2 5361,11.5,0.15,196.8022,135.08199,82.60228,7.23733,0.0824869,3.1331654,49000
1976 YF5 5302,14,0.15,233.91252,47.38093,337.75423,2.14733,0.0379245,2.330767,49000
1976 YP1 5613,12.6,0.15,37.9823,39.61543,11.9353,1.67268,0.1770887,3.1048148,49200
1976 YY 5158,14.1,0.15,139.08296,339.78193,34.37044,3.14697,0.1767238,2.4252141,49000
1976DD 3004,14.3,0.15,330.72538,212.00995,322.82515,30.253165,0.2678479,2.5867733,48800
1976DK 4617,11.2,0.15,291.74075,276.63805,234.81658,18.643727,0.0564211,3.2144513,48800
1976GK2 3723,13.6,0.15,230.23211,168.05679,95.039674,1.378643,0.1112577,2.2551161,48800
1976GL3 4389,12.2,0.15,309.8157,220.44384,132.42208,2.764759,0.0777605,2.9130985,48800
1976GO8 4390,13.4,0.15,92.495073,266.84989,348.48674,10.756052,0.2352293,2.4016624,48800
1976GP3 4518,13.7,0.15,163.15616,97.711908,168.15503,6.996856,0.0992284,2.3166973,48800
1976GQ6 4271,11.9,0.15,324.04185,133.44134,160.37209,10.920406,0.0878631,3.0152926,48800
1976GR6 3493,13.3,0.15,355.13151,76.306372,122.30726,5.973084,0.0877907,2.2034481,48800
1976GS3 4165,13.3,0.15,16.793567,107.12516,180.48646,11.891518,0.1766009,2.4530701,48800
1976HQ 3649,11.7,0.15,344.55229,86.039533,118.82497,7.140025,0.0622435,3.1397646,48800
1976QN1 3762,13.4,0.15,218.46952,188.72065,163.96499,1.453724,0.0786124,2.2740675,48800
1976QX 3856,12,0.15,23.352957,57.992399,349.00025,1.458466,0.0564035,2.8761751,48800
1976SD3 3966,12.1,0.15,173.6767,58.941732,32.755481,3.559109,0.0266669,3.2295806,48800
1976SE1 3517,14,0.15,239.21708,182.45165,187.40383,3.148947,0.0962365,2.2405783,48800
1976SN3 3923,11.3,0.15,312.85537,285.06062,152.46916,3.485721,0.2222216,3.9552644,48800
1976SZ3 4468,14.2,0.15,49.631665,50.737158,48.970815,0.602788,0.1647021,2.3613171,48800
1976SZ5 4306,12.2,0.15,340.06788,177.61297,153.32741,1.791702,0.1682847,3.1299469,48800
1976UF1 2989,13.2,0.15,289.85786,247.2306,75.934022,3.630559,0.1735278,2.2381335,48800
1976UK2 4307,13,0.15,117.17804,308.97557,24.437759,5.178347,0.0784152,2.411714,48800
1976VA 4140,11.2,0.15,29.710443,216.17248,127.63877,7.726156,0.1239425,3.0037038,48800
1976WD 4231,13.1,0.15,311.05256,76.820762,261.32532,8.587915,0.0661352,2.259704,48800
1976YD2 4560,11.9,0.15,88.227694,62.853063,286.20524,9.038082,0.0536073,2.9961471,48800
1976YO4 4519,13.3,0.15,343.88535,185.18887,162.7466,3.204587,0.0602454,2.2033638,48800
1976YU5 3890,13.3,0.15,230.97923,71.300196,259.8318,5.209501,0.1395291,2.3310591,48800
1976YW2 3967,11.2,0.15,225.47778,1.936591,101.97022,17.554599,0.0681143,3.238664,48800
1977 DL3 4812,14.6,0.15,182.89835,72.38808,4.16288,4.67887,0.2091016,2.367148,49000
1977 DN4 5082,12.8,0.15,300.0322,58.94357,103.45003,2.94776,0.1200111,3.1357058,49000
1977 DR1 4963,12.6,0.15,177.03449,300.61382,333.00247,11.74708,0.1652912,2.5982014,49000
1977 DS2 5017,12.3,0.15,64.00139,241.01755,141.78725,16.15395,0.0829401,3.1473696,49000
1977 DY8 5018,14.2,0.15,129.43613,352.11942,30.87577,3.41193,0.0591235,2.1587182,49000
1977 EC2 5413,11.9,0.15,297.45377,139.27533,41.79667,0.43293,0.1407619,3.1628952,49000
1977 EV 5083,11.9,0.15,290.60954,238.25345,321.82878,14.76532,0.0813604,2.5515702,49000
1977 EW5 5454,12.5,0.15,70.95289,78.21967,337.85847,5.46481,0.1234499,3.16713,49200
1977 FN1 5084,11.8,0.15,328.73704,120.97247,42.19556,7.4315,0.0972172,3.1508678,49000
1977 NN 5085,13.9,0.15,201.55871,353.98173,317.42408,4.86155,0.1797805,2.2560826,49000
1977 PE1 4982,13.2,0.15,96.86823,127.85881,231.37633,4.62087,0.18063,2.7795706,49000
1977 QH4 5044,13.5,0.15,157.30021,43.10024,344.82927,5.84941,0.1052237,2.2417756,49000
1977 QU2 4882,13.1,0.15,275.80827,214.43017,200.66192,4.77964,0.102294,2.4859615,49000
1977 RD7 4983,13.3,0.15,291.66534,252.44386,306.53139,1.90132,0.0283424,2.3220055,49000
1977 RJ6 4654,13.5,0.15,329.31936,245.00057,24.15598,5.53694,0.164431,2.2046392,49000
1977 RR7 4813,12.2,0.15,322.74817,298.86462,21.33117,11.87719,0.090762,3.1279999,49000
1977 RW6 5414,12.6,0.15,60.86815,327.67902,24.14531,2.11186,0.0852471,2.886822,49000
1977BY 4008,13.1,0.15,85.603008,327.00069,167.47083,25.482957,0.2089047,2.3595874,48800
1977CB 2491,13.68,0.15,29.881822,357.8007,125.45211,22.866229,0.0543914,1.8778477,48800
1977CC 3578,8.1,0.15,80.939063,48.747348,285.03364,21.312336,0.2164735,3.2011651,48800
1977CD 4232,13.3,0.15,298.0848,277.59936,182.68894,21.702364,0.0832713,1.93612,48800
1977EM1 3884,12.6,0.15,325.37868,115.60219,9.98887,1.17203,0.1287112,3.1173255,48800
1977EN1 4009,12.2,0.15,221.10891,181.58261,72.634304,2.300724,0.1464981,3.1273331,48800
1977HH1 4550,12.7,0.15,190.14483,308.29008,16.29995,0.280734,0.2099245,3.1254763,48800
1977QA1 3738,12.8,0.15,233.69858,269.12472,357.20602,1.254419,0.1690236,2.2240386,48800
1977QC4 3518,12.2,0.15,147.4237,164.25087,148.30381,13.882121,0.177009,2.6752003,48800
1977QE1 3557,10.7,0.15,338.85819,125.02261,186.49932,6.030298,0.1746752,4.008861,48800
1977QJ2 4010,12.9,0.15,268.41619,340.1294,319.18646,5.436233,0.1279212,2.5491523,48800
1977QJ3 4520,12.8,0.15,110.24733,257.79795,94.665023,4.264123,0.2201388,2.2739902,48800
1977QW2 4391,13.5,0.15,35.543773,108.48985,190.52248,5.350823,0.2123301,2.3903188,48800
1977RB7 4619,12.4,0.15,34.392725,201.02116,267.45516,1.81025,0.0300567,2.6898919,48800
1977RD4 3544,12.4,0.15,15.13583,148.59003,148.00713,8.892078,0.2180031,2.4025608,48800
1977RE2 3739,13.4,0.15,229.27118,171.14875,113.56792,4.622397,0.1552907,2.2156447,48800
1977RE6 3409,12,0.15,14.221769,167.60518,211.92657,1.391577,0.0823756,2.8554331,48800
1977RG7 3787,11.7,0.15,282.04139,305.74822,186.19208,12.058444,0.1320069,2.8508641,48800
1977RH7 3942,13.1,0.15,41.58765,288.30755,18.467936,4.631019,0.1966608,2.3919786,48800
1977RJ3 4618,12.8,0.15,138.70004,60.516167,343.59935,11.550792,0.2906232,2.6269028,48800
1977RO7 4233,13.8,0.15,44.542606,112.56502,185.05872,3.830005,0.1855052,2.4009059,48800
1977SD3 3835,12.1,0.15,112.2287,232.40954,175.7882,12.632138,0.1546115,2.6748896,48800
1977SN 4428,13,0.15,57.662916,212.7532,85.044602,4.802262,0.2378579,2.3675559,48800
1977SS2 3925,10.8,0.15,223.08599,209.14564,163.94375,15.599401,0.1886654,3.161163,48800
1977TA 2150,13.4,0.15,159.93876,235.50092,201.17264,25.321577,0.0573454,1.9130033,48800
1977TA1 3026,11.9,0.15,327.47647,121.88246,216.33728,9.630983,0.0284725,3.0302764,48800
1977TB1 2565,14.5,0.15,24.847986,35.093707,344.39059,2.047324,0.2342692,2.3565981,48800
1977TG7 4361,12.3,0.15,194.24617,358.96111,75.067185,2.732662,0.1742764,3.1331777,48800
1977TO3 3187,13.2,0.15,62.189084,104.83605,312.69102,2.759931,0.0577256,2.2834678,48800
1977TZ 2429,12.2,0.15,183.87257,29.889243,18.153682,15.029438,0.1024325,2.5710714,48800
1977UQ 2481,13.8,0.15,235.6741,317.86164,13.827075,2.269571,0.26456,2.5702239,48800
1977YA 3579,14.7,0.15,61.646303,109.03882,14.768594,31.088033,0.3585327,2.7306168,48800
1978 CH 5362,11.4,0.15,230.27179,268.47229,136.35963,6.14072,0.0082608,3.3855939,49000
1978 GJ 4684,13.4,0.15,304.44934,49.99779,220.67203,5.27424,0.1109262,2.3980937,49000
1978 LG 5571,12,0.15,54.17298,212.54734,281.32979,9.68497,0.0663815,3.0227499,49200
1978 PT4 5542,12.3,0.15,159.23546,262.61694,116.95548,15.83912,0.1597837,2.5903357,49200
1978 PY2 4920,13,0.15,43.25533,207.65937,190.51623,2.41952,0.0870571,2.6875925,49000
1978 RH1 5086,13.7,0.15,244.36924,81.95463,183.39355,3.38673,0.114129,2.1766885,49000
1978 RJ1 4883,13.6,0.15,91.4037,116.45332,187.23716,5.83507,0.2411119,2.7373872,49000
1978 RM2 5087,12.9,0.15,78.97185,146.10253,191.29994,4.89492,0.008511,2.7447977,49000
1978 RN 5344,13.2,0.15,49.67424,227.6381,174.38359,7.08895,0.1645139,2.7023511,49000
1978 RV5 5455,13.4,0.15,155.18332,0.23101,2.72261,3.39579,0.1155369,2.2473852,49200
1978 RW 4814,12.4,0.15,199.07275,193.79748,134.39121,1.43584,0.2035283,3.216254,49000
1978 SL6 5269,14.2,0.15,149.05393,240.02119,91.61804,0.79694,0.1559825,2.2245671,49000
1978 SN4 4758,12.3,0.15,201.79848,278.38574,61.18205,1.63209,0.1727602,3.2150114,49000
1978 SP6 4685,12.2,0.15,154.25551,19.39685,48.10193,1.62665,0.1737355,3.1759635,49000
1978 SS2 5572,11.9,0.15,321.18721,68.17446,199.24714,8.9585,0.1651297,3.1211661,49200
1978 TA7 5304,12.1,0.15,239.63788,317.52298,114.95342,8.97583,0.0768366,2.9788431,49000
1978 TB2 5415,13.9,0.15,10.75769,243.64352,192.58527,4.28826,0.1234462,2.2741979,49000
1978 TH6 5544,13,0.15,23.37081,122.67802,9.7009,13.15913,0.1019379,2.6896587,49200
1978 TT2 5303,12.4,0.15,157.71885,148.98543,51.33433,2.77544,0.0159277,2.8752555,49000
1978 TV8 4778,12.6,0.15,168.02036,42.31929,35.39019,1.58727,0.1771162,3.1559904,49000
1978 TW2 5543,13.9,0.15,63.14533,310.62202,154.25108,2.45619,0.0981978,2.2560268,49200
1978 UL2 5045,12.8,0.15,202.08243,264.22975,130.7987,2.56351,0.1865208,3.1394423,49000
1978 VE5 5416,12.4,0.15,67.18774,284.79627,67.21397,8.40402,0.2359131,2.7809893,49000
1978 VG10 4759,11.7,0.15,238.27892,202.06566,142.63236,0.78771,0.1627702,3.1932695,49000
1978 VS5 5305,13.4,0.15,80.91149,13.98965,231.94499,1.79083,0.1565656,2.4379476,49000
1978 VU10 4984,15.1,0.15,146.21459,65.8371,257.54552,1.97518,0.2098535,2.2529806,49000
1978 VY14 5545,12.7,0.15,63.35271,68.29137,67.25545,3.4253,0.0216645,2.6489886,49200
1978 VZ3 4656,12.6,0.15,349.44535,46.53498,6.92313,1.72923,0.0738483,2.8524145,49000
1978CT 3301,13.1,0.15,17.099971,117.2651,137.18262,5.061618,0.1520084,2.2335526,48800
1978GC 2449,14.26,0.15,60.3223,102.17077,180.01444,24.981602,0.168397,1.90891,48800
1978GR3 4187,12.3,0.15,248.11685,23.131501,175.14265,1.269805,0.1177533,3.0440559,48800
1978JT1 4234,12.4,0.15,136.97598,229.93985,43.87471,1.69139,0.1721615,3.2000902,48800
1978LB 3339,10.9,0.15,168.05884,152.18958,84.933213,17.801537,0.1322077,3.1789948,48800
1978OJ 3422,12.6,0.15,50.077059,198.81464,112.11462,13.945685,0.1518967,2.690443,48800
1978OK 4620,13.5,0.15,304.23671,287.04687,94.737125,4.494486,0.2202852,2.2977488,48800
1978OM 3188,14.1,0.15,324.02882,22.319104,336.76503,4.703072,0.1343965,2.2893608,48800
1978PA 3266,13.6,0.15,67.043812,255.68393,110.79128,26.377562,0.1102132,1.9081662,48800
1978PB3 3599,12,0.15,276.70491,52.894031,164.11273,1.636607,0.1247222,3.1580615,48800
1978PC 3398,13.9,0.15,252.77179,42.246183,64.522602,24.175103,0.2368277,2.2876995,48800
1978PG3 4141,12.6,0.15,245.27094,257.08862,326.82173,8.98633,0.0125272,2.5668535,48800
1978PL4 4308,12.3,0.15,16.709493,91.785694,304.55101,10.926076,0.1978878,2.6806327,48800
1978PR4 4362,12.6,0.15,143.44495,171.5522,34.589622,4.720689,0.1014744,2.2385782,48800
1978PS4 4469,13.8,0.15,105.48284,20.015535,325.65354,11.873739,0.1895491,2.5740876,48800
1978QC 4309,13,0.15,195.84913,208.39495,191.85822,1.553081,0.2690301,3.001658,48800
1978QJ2 3591,11.5,0.15,217.24023,256.27385,27.895037,1.156124,0.1546517,3.1544341,48800
1978QP1 4470,12,0.15,198.78945,195.46986,120.46872,2.449528,0.1686279,3.1369793,48800
1978QX 3656,13.9,0.15,144.65795,300.3578,315.19832,0.81255,0.1396602,2.2041318,48800
1978RD6 3710,12.7,0.15,50.918053,126.67565,199.28627,13.779323,0.1623687,2.7381664,48800
1978RJ2 4429,14.5,0.15,247.77121,66.45294,327.80695,1.465372,0.214803,2.3794247,48800
1978RJ7 4310,13.6,0.15,293.56009,351.35482,178.68126,3.512272,0.0550217,2.1607478,48800
1978RX5 4392,14,0.15,10.224113,293.78525,32.050973,5.891526,0.124612,2.3075757,48800
1978RY5 4561,13.3,0.15,82.189408,54.829956,10.389773,9.517633,0.1543298,2.5758569,48800
1978SC6 4011,13.8,0.15,27.648096,46.65655,34.913322,1.176697,0.0502819,2.1951701,48800
1978SJ3 3863,13.1,0.15,343.36026,145.74399,176.99367,9.73609,0.1492942,2.3248154,48800
1978SL5 4235,12.3,0.15,336.83557,309.28825,332.31463,1.232691,0.0306305,2.9828381,48800
1978SL7 3600,12.9,0.15,0.123429,145.01971,5.713101,7.924922,0.1373282,2.5643845,48800
1978SQ 2821,13.4,0.15,187.37511,348.9386,58.943205,6.761334,0.1989532,2.4376979,48800
1978SQ2 3558,12.4,0.15,279.84172,302.77822,345.17059,13.373276,0.0662075,2.4415939,48800
1978ST6 3657,12.6,0.15,351.71768,101.77752,237.62268,5.782257,0.1328254,2.3126335,48800
1978SW6 3586,13.1,0.15,293.91469,260.24471,6.967469,9.838347,0.1176956,2.4601118,48800
1978SX6 4430,12.4,0.15,197.36877,76.274116,353.20299,12.735049,0.175525,2.9862706,48800
1978SY6 4311,13.6,0.15,233.85568,125.06212,223.2494,5.485447,0.1460353,2.4417792,48800
1978SZ6 4166,12.5,0.15,31.946416,126.75264,312.04261,3.105114,0.0285759,2.6077042,48800
1978SZ7 3410,13.2,0.15,266.67399,155.55786,339.94289,4.740625,0.0972765,2.2600369,48800
1978TA2 3028,10.7,0.15,79.632926,352.47732,189.97444,9.502612,0.0253323,3.0187558,48800
1978TB 2594,11.5,0.15,156.53536,277.79164,356.83154,5.512503,0.0848396,5.1309397,48800
1978TM6 3547,13.3,0.15,133.46927,160.69151,274.94467,3.918544,0.0527517,2.4767426,48800
1978TM7 2850,11.9,0.15,153.40421,342.5403,106.26706,7.849787,0.0496991,2.449001,48800
1978TO7 3442,11.6,0.15,149.54583,301.21323,100.43161,12.21998,0.1311332,3.1563318,48800
1978TQ7 4167,12,0.15,216.53377,113.31941,160.91879,15.029502,0.0900628,2.5829519,48800
1978TQ8 3969,14.2,0.15,59.74034,211.45441,172.86105,2.138628,0.1254828,2.2201219,48800
1978TU5 3968,12.6,0.15,79.98909,312.42969,312.40767,6.21016,0.0911112,2.3218314,48800
1978TU7 4363,13.2,0.15,274.02371,293.08703,84.257853,8.720747,0.230146,2.3753262,48800
1978UC 2970,12.5,0.15,41.870606,75.855,343.10451,12.106984,0.1509473,2.6391035,48800
1978UF 3487,12.8,0.15,150.93487,115.15871,195.01798,12.450499,0.1719238,2.6069793,48800
1978UF2 3476,11.9,0.15,127.17915,27.85213,43.988827,21.611825,0.1924136,3.1633797,48800
1978UH2 3509,12.8,0.15,132.19469,138.64365,220.0536,12.780107,0.1530648,2.5995507,48800
