Luyten Plate,Red Plate,Blue Plate,Right ascension,Declination,Nominal ctr (1855),"Galactic Long, Lat",MicroSky[tm],SAO stars,Exposure date,Exposure (min),Seeing (1-5),Hour angle,Notes
115,E-1245,O-1245,2h 3.673m,54° 42.069m,+54 1h 54m,"133.32, -6.71",µ13 Field 115,528,1954-Oct-03 R: 02:06 B: 01:47,R: 50 B: 13,R: 2  B: 2,R: 01h08m W B: 00h49m W
116,E-1617,O-1617,2h 42.285m,54° 37.465m,+54 2h 32m,"138.61, -4.84",µ14 Field 116,417,1957-Dec-19 R: 19:26 B: 19:09,R: 50 B: 8,R: 3  B: 2-3,R: 01h09m E B: 01h23m E
117,E-1231,O-1231,3h 20.783m,54° 31.842m,+54 3h 10m,"143.55, -2.25",µ14 Field 117,255,1954-Sep-27 R: 02:47 B: 03:43,R: 50 B: 13,R: 2  B: 2,R: 00h10m W B: 01h05m W
118,E-1236,O-1236,3h 59.230m,54° 25.268m,+54 3h 48m,"148.1, 1",µ14 Field 118,281,1954-Sep-30 R: 03:12 B: 04:07,R: 50 B: 13,R: 2  B: 1-2,R: 00h08m W B: 01h02m W
119,E-846,O-846,4h 37.604m,54° 17.942m,+54 4h 26m,"152.18, 4.82",µ14 Field 119,292,1953-Oct-07 R: 03:07 B: 01:01,R: 45 B: 12,R: 3  B: 3,R: 00h07m E B: 00h47m W
120,E-1309,O-1309,5h 15.787m,54° 10.128m,+54 5h 04m,"155.75, 9.12",µ15 Field 120,263,1954-Dec-21 R: 22:59 B: 22:41,R: 45 B: 12,R: 3  B: 3,R: 00h00m  B: 00h18m E
121,E-664,O-664,5h 53.894m,54° 1.976m,+54 5h 42m,"158.8, 13.84",µ15 Field 121,273,1953-Feb-10 R: 20:08 B: 20:56,R: 40 B: 10,R: 1  B: 1,R: 00h06m E B: 00h42m W
122,E-984,O-984,6h 31.827m,53° 54.384m,+54 6h 20m,"161.27, 18.88",µ15 Field 122,273,1954-Feb-24 R: 20:05 B: 20:50,R: 40 B: 12,R: 2  B: 2,R: 00h07m W B: 00h52m W
123,E-971,O-971,7h 9.701m,53° 46.522m,+54 6h 58m,"163.16, 24.19",µ15 Field 123,294,1954-Jan-27 R: 21:50 B: 22:36,R: 40 B: 12,R: 3  B: 3,R: 00h36m E B: 00h10m W
124,E-985,O-985,7h 47.403m,53° 38.836m,+54 7h 36m,"164.37, 29.66",µ16 Field 124,239,1954-Feb-24 R: 21:09 B: 21:55,R: 40 B: 12,R: 2-3  B: 2,R: 00h05m E B: 00h41m W
125,E-679,O-679,8h 25.004m,53° 32.255m,+54 8h 14m,"164.82, 35.22",µ16 Field 125,237,1953-Feb-14 R: 22:31 B: 22:15,R: 40 B: 10,R: 1-2  B: 1-2,R: 00h02m W B: 00h14m E
126,E-982,O-982,9h 2.523m,53° 25.906m,+54 8h 52m,"164.36, 40.79",µ16 Field 126,189,1954-Feb-23 R: 22:26 B: 22:08,R: 40 B: 12,R: 2  B: 2,R: 00h07m E B: 00h25m E
127,E-681,O-681,9h 40.016m,53° 20.828m,+54 9h 30m,"162.73, 46.25",µ16 Field 127,185,1953-Feb-17 R: 23:28 B: 23:12,R: 40 B: 10,R: 1-2  B: 2,R: 00h05m E B: 00h21m E
128,E-1331,O-1331,10h 17.370m,53° 16.550m,+54 10h 08m,"159.61, 51.43",µ17 Field 128,209,1955-Jan-28 R: 02:12 B: 03:08,R: 50 B: 12,R: 3  B: 2,R: 00h41m W B: 01h37m W
129,E-673,O-673,10h 54.741m,53° 13.723m,+54 10h 46m,"154.52, 56.14",µ17 Field 129,206,1955-Feb-13 R: 01:14 B: 00:58,R: 40 B: 10,R: 2-3  B: 3,R: 00h11m W B: 00h05m E
130,E-59,O-59,11h 31.870m,53° 11.841m,+54 11h 24m,"147.03, 60.05",µ17 Field 130,161,1950-Mar-20 R: 00:30 B: 00:05,R: 45 B: 12,R: 2-3  B: 2-3,R: 01h06m W B: 00h41m W
131,E-1389,O-1389,12h 9.309m,53° 11.581m,+54 12h 02m,"136.79, 62.79",µ17 Field 131,193,1955-Apr-14 R: 22:19 B: 22:02,R: 50 B: 12,R: 2-3  B: 2,R: 00h05m E B: 00h22m E
132,E-729,O-729,12h 46.600m,53° 12.465m,+54 12h 40m,"124.58, 63.91",µ18 Field 132,169,1953-Apr-15 R: 23:52 B: 23:34,R: 45 B: 10,R: 3-4  B: 3-4,R: 00h56m W B: 00h38m W
133,E-675,O-675,13h 23.899m,53° 14.651m,+54 13h 18m,"112.13, 63.2",µ18 Field 133,183,1953-Feb-13 R: 03:21 B: 03:05,R: 40 B: 10,R: 2-3  B: 2-3,R: 00h12m E B: 00h28m E
134,E-1409,O-1409,14h 1.293m,53° 17.788m,+54 13h 56m,"101.36, 60.81",µ18 Field 134,198,1955-Apr-23 R: 22:58 B: 22:39,R: 50 B: 12,R: 2  B: 2,R: 00h43m E B: 01h02m E
135,E-715,O-715,14h 38.640m,53° 22.509m,+54 14h 34m,"93.23, 57.13",µ18 Field 135,201,1953-Apr-11 R: 01:34 B: 01:16,R: 45 B: 10,R: 1-2  B: 2,R: 00h30m W B: 00h12m W
136,E-1096,O-1096,15h 16.110m,53° 27.914m,+54 15h 12m,"87.62, 52.57",µ19 Field 136,174,1954-Jun-27 R: 20:49 B: 21:49,R: 50 B: 13,R: 2-3  B: 2-3,R: 00h14m W B: 01h10m W
137,E-1413,O-1413,15h 53.676m,53° 34.301m,+54 15h 50m,"84.09, 47.47",µ19 Field 137,181,1955-Apr-27 R: 01:30 B: 01:13,R: 50 B: 12,R: 3  B: 3-4,R: 00h13m W B: 00h05m E
138,E-1101,O-1101,16h 31.307m,53° 41.777m,+54 16h 28m,"82.16, 42.06",µ19 Field 138,195,1954-Jun-28 R: 21:56 B: 22:51,R: 50 B: 13,R: 3  B: 3,R: 00h05m W B: 01h00m W
139,E-765,O-765,17h 9.093m,53° 49.234m,+54 17h 06m,"81.45, 36.51",µ19 Field 139,219,1953-Jul-09 R: 22:34 B: 23:27,R: 45 B: 12,R: 3  B: 3,R: 00h50m W B: 01h43m W
140,E-1102,O-1102,17h 46.968m,53° 57.281m,+54 17h 44m,"81.7, 30.94",µ20 Field 140,262,1954-Jun-28 R: 23:10 B: 00:05,R: 50 B: 13,R: 2  B: 1-2,R: 00h03m W B: 00h58m W
141,E-789,O-789,18h 24.968m,54° 4.762m,+54 18h 22m,"82.74, 25.43",µ20 Field 141,324,1953-Aug-14 R: 20:58 B: 21:49,R: 45 B: 12,R: 2  B: 2,R: 00h20m W B: 01h11m W
142,E-542,O-542,19h 3.110m,54° 13.019m,+54 19h 00m,"84.49, 20.09",µ20 Field 142,384,1952-Jul-27 R: 21:47 B: 22:53,R: 60 B: 10,R: 2  B: 2,R: 00h40m E B: 00h27m W
143,E-774,O-774,19h 41.377m,54° 20.175m,+54 19h 38m,"86.83, 14.97",µ20 Field 143,417,1953-Aug-09 R: 22:41 B: 00:06,R: 45 B: 12,R: 2  B: 2,R: 00h27m W B: 01h53m W
144,E-543,O-543,20h 19.735m,54° 27.256m,+54 20h 16m,"89.75, 10.17",µ21 Field 144,449,1952-Jul-30 R: 00:08 B: 01:05,R: 50 B: 10,R: 3  B: 3,R: 00h37m W B: 01h35m W
145,E-598,O-598,20h 58.213m,54° 33.959m,+54 20h 54m,"93.21, 5.76",µ21 Field 145,407,1952-Sep-16 R: 19:41 B: 19:25,R: 50 B: 10,R: 2-3  B: 2,R: 01h19m E B: 01h36m E
146,E-1496,O-1496,21h 36.759m,54° 39.055m,+54 21h 32m,"97.17, 1.83",µ21 Field 146,462,1955-Dec-08 R: 18:00 B: 18:51,R: 45 B: 8,R: 3-4  B: 4,R: 01h45m W B: 02h36m W
147,E-588,O-588,22h 15.399m,54° 43.291m,+54 22h 10m,"101.61, -1.56",µ21 Field 147,522,1952-Sep-12 R: 21:20 B: 21:04,R: 50 B: 10,R: 1-2  B: 2,R: 01h12m E B: 01h29m E
148,E-872,O-872,22h 54.076m,54° 46.221m,+54 22h 48m,"106.47, -4.31",µ22 Field 148,483,1953-Oct-28 R: 19:35 B: 20:27,R: 45 B: 12,R: 2  B: 2,R: 00h36m E B: 00h16m W
149,E-595,O-595,23h 32.851m,54° 48.035m,+54 23h 26m,"111.69, -6.35",µ22 Field 149,479,1952-Sep-15 R: 22:21 B: 22:04,R: 60 B: 10,R: 2  B: 2,R: 01h17m E B: 01h34m E
150,E-839,O-839,0h 7.530m,48° 48.423m,+48 0h 00m,"115.52, -13.43",µ23 Field 150,394,1953-Oct-01 R: 23:31 B: 00:22,R: 45 B: 12,R: 2  B: 2,R: 00h21m W B: 01h12m W
151,E-1224,O-1224,0h 42.069m,48° 47.701m,+48 0h 34m,"121.34, -14.05",µ23 Field 151,380,1954-Sep-26 R: 00:03 B: 00:58,R: 50 B: 13,R: 2  B: 2,R: 00h02m E B: 00h53m W
152,E-863,O-863,1h 16.586m,48° 45.958m,+48 1h 08m,"127.2, -13.9",µ23 Field 152,346,1953-Oct-13 R: 23:16 B: 00:08,R: 45 B: 12,R: 2-3  B: 2-3,R: 00h16m E B: 00h37m W
153,E-861,O-861,1h 51.059m,48° 43.276m,+48 1h 42m,"132.96, -12.99",µ23 Field 153,317,1953-Oct-12 R: 00:59 B: 01:51,R: 45 B: 12,R: 1  B: 1,R: 00h51m W B: 01h42m W
154,E-907,O-907,2h 25.536m,48° 39.612m,+48 2h 16m,"138.53, -11.34",µ24 Field 154,315,1953-Nov-29 R: 21:05 B: 21:57,R: 45 B: 12,R: 2  B: 2-3,R: 00h29m E B: 00h22m W
155,E-845,O-845,2h 59.944m,48° 34.213m,+48 2h 50m,"143.8, -9.02",µ24 Field 155,300,1953-Oct-07 R: 01:52 B: 02:45,R: 45 B: 12,R: 2-3  B: 3,R: 00h16m W B: 01h08m W
156,E-1249,O-1249,3h 34.298m,48° 29.234m,+48 3h 24m,"148.7, -6.06",µ24 Field 156,339,1954-Oct-04 R: 02:37 B: 02:19,R: 50 B: 13,R: 3  B: 3,R: 00h13m W B: 00h06m E
157,E-1253,O-1253,4h 8.613m,48° 23.516m,+48 3h 58m,"153.19, -2.55",µ25 Field 157,285,1954-Oct-05 R: 02:30 B: 02:12,R: 50 B: 13,R: 2  B: 3,R: 00h24m E B: 00h43m E
158,E-848,O-848,4h 42.801m,48° 17.079m,+48 4h 32m,"157.23, 1.44",µ25 Field 158,239,1953-Oct-08 R: 03:02 B: 03:53,R: 45 B: 12,R: 1-2  B: 1-2,R: 00h14m E B: 00h38m W
159,E-224,O-224,5h 16.964m,48° 10.217m,+48 5h 06m,"160.83, 5.85",µ25 Field 159,285,1950-Dec-08 R: 22:30 B: 23:25,R: 45 B: 12,R: 4  B: 4,R: 01h21m E B: 00h26m E
160,E-637,O-637,5h 50.998m,48° 3.043m,+48 5h 40m,"163.97, 10.61",µ25 Field 160,275,1952-Dec-21 R: 22:12 B: 23:01,R: 40 B: 10,R: 1  B: 1-2,R: 01h20m E B: 00h31m E
161,E-225,O-225,6h 24.989m,47° 55.403m,+48 6h 14m,"166.66, 15.65",µ26 Field 161,234,1950-Dec-08 R: 01:22 B: 01:00,R: 45 B: 12,R: 4  B: 4,R: 00h23m W B: 00h01m W
162,E-691,O-691,6h 58.920m,47° 48.352m,+48 6h 48m,"168.88, 20.94",µ26 Field 162,238,1953-Mar-08 R: 20:03 B: 19:45,R: 45 B: 10,R: 3  B: 3,R: 00h26m W B: 00h09m W
163,E-670,O-670,7h 32.708m,47° 41.501m,+48 7h 22m,"170.6, 26.39",µ26 Field 163,273,1953-Feb-13 R: 21:39 B: 21:22,R: 40 B: 10,R: 2  B: 2,R: 00h03m E B: 00h20m E
164,E-1317,O-1317,8h 6.524m,47° 35.638m,+48 7h 56m,"171.77, 31.99",µ27 Field 164,221,1954-Dec-29 R: 01:38 B: 02:29,R: 45 B: 12,R: 1-2  B: 2,R: 00h21m W B: 01h12m W
165,E-671,O-671,8h 40.183m,47° 29.387m,+48 8h 30m,"172.33, 37.65",µ27 Field 165,211,1953-Feb-13 R: 22:42 B: 22:26,R: 40 B: 10,R: 2  B: 2-3,R: 00h07m E B: 00h23m E
166,E-1004,O-1004,9h 13.808m,47° 24.335m,+48 9h 04m,"172.1, 43.33",µ27 Field 166,200,1954-Mar-06 R: 21:15 B: 22:06,R: 45 B: 12,R: 2  B: 3,R: 00h46m E B: 00h05m W
167,E-672,O-672,9h 47.415m,47° 19.767m,+48 9h 38m,"170.89, 48.96",µ27 Field 167,190,1953-Feb-13 R: 00:10 B: 23:54,R: 40 B: 10,R: 2-3  B: 2,R: 00h14m W B: 00h02m E
168,E-1348,O-1348,10h 20.943m,47° 16.202m,+48 10h 12m,"168.32, 54.42",µ28 Field 168,172,1955-Mar-18 R: 21:47 B: 22:43,R: 50 B: 12,R: 2  B: 2,R: 00h35m E B: 00h21m W
169,E-709,O-709,10h 54.477m,47° 13.727m,+48 10h 46m,"163.82, 59.55",µ28 Field 169,153,1953-Mar-15 R: 23:49 B: 23:32,R: 45 B: 10,R: 3-4  B: 3,R: 00h44m W B: 00h27m W
170,E-700,O-700,11h 27.971m,47° 12.129m,+48 11h 20m,"156.58, 64.1",µ28 Field 170,164,1953-Mar-09 R: 00:40 B: 01:33,R: 45 B: 10,R: 1-2  B: 1-2,R: 00h38m W B: 01h31m W
171,E-1338,O-1338,12h 1.428m,47° 11.553m,+48 11h 54m,"145.7, 67.66",µ29 Field 171,154,1955-Feb-28 R: 01:02 B: 01:59,R: 50 B: 12,R: 2  B: 3,R: 00h11m E B: 00h46m W
172,E-1408,O-1408,12h 34.935m,47° 12.034m,+48 12h 28m,"131.02, 69.67",µ29 Field 172,174,1955-Apr-23 R: 21:43 B: 21:25,R: 50 B: 12,R: 2-3  B: 2-3,R: 00h32m E B: 00h50m E
173,E-1350,O-1350,13h 8.428m,47° 13.551m,+48 13h 02m,"114.62, 69.63",µ29 Field 173,164,1955-Mar-18 R: 01:03 B: 01:58,R: 50 B: 12,R: 2  B: 2,R: 00h07m E B: 00h48m W
174,E-1593,O-1593,13h 41.946m,47° 16.046m,+48 13h 36m,"100.07, 67.56",µ29 Field 174,154,1956-Apr-07 R: 01:25 B: 02:15,R: 45 B: 8,R: 2  B: 2-3,R: 01h04m W B: 01h54m W
175,E-120,O-120,14h 15.507m,47° 19.483m,+48 14h 10m,"89.32, 63.95",µ30 Field 175,189,1950-May-18 R: 22:28 B: 23:21,R: 45 B: 12,R: 2  B: 2-3,R: 00h12m W B: 01h06m W
176,E-1368,O-1368,14h 49.249m,47° 21.861m,+48 14h 44m,"82.13, 59.36",µ30 Field 176,204,1955-Mar-24 R: 01:25 B: 00:08,R: 50 B: 12,R: 3  B: 3,R: 01h02m E B: 01h20m E
177,E-706,O-706,15h 22.706m,47° 29.241m,+48 15h 18m,"77.81, 54.22",µ30 Field 177,216,1953-Mar-14 R: 04:59 B: 03:44,R: 45 B: 10,R: 3  B: 3,R: 00h21m W B: 00h06m W
178,E-1404,O-1404,15h 56.383m,47° 34.978m,+48 15h 52m,"75.3, 48.75",µ31 Field 178,234,1955-Apr-19 R: 02:42 B: 02:25,R: 50 B: 12,R: 3-4  B: 3-4,R: 00h50m W B: 00h33m W
179,E-1375,O-1375,16h 30.131m,47° 41.172m,+48 16h 26m,"74.12, 43.13",µ31 Field 179,235,1955-Mar-30 R: 03:22 B: 03:05,R: 50 B: 12,R: 1-2  B: 2,R: 00h22m E B: 00h39m E
180,E-1370,O-1370,17h 3.953m,47° 47.993m,+48 17h 00m,"73.93, 37.45",µ31 Field 180,267,1955-Mar-24 R: 03:50 B: 03:33,R: 50 B: 12,R: 2  B: 2-3,R: 00h52m E B: 01h09m E
181,E-769,O-769,17h 37.851m,47° 54.724m,+48 17h 34m,"74.5, 31.78",µ31 Field 181,282,1953-Jul-10 R: 22:16 B: 23:09,R: 45 B: 12,R: 3  B: 3,R: 00h08m W B: 01h00m W
182,E-130,O-130,18h 11.826m,48° 2.130m,+48 18h 08m,"75.7, 26.19",µ32 Field 182,308,1950-May-20 R: 02:23 B: 02:04,R: 45 B: 12,R: 3  B: 3,R: 00h19m W B: 00h00m 
183,E-770,O-770,18h 45.877m,48° 9.589m,+48 18h 42m,"77.45, 20.74",µ32 Field 183,288,1953-Jul-10 R: 23:29 B: 00:21,R: 45 B: 12,R: 3  B: 3,R: 00h12m W B: 01h04m W
184,E-814,O-814,19h 20.006m,48° 16.030m,+48 19h 16m,"79.67, 15.46",µ32 Field 184,372,1953-Sep-07 R: 19:34 B: 20:25,R: 45 B: 12,R: 2  B: 2,R: 00h25m E B: 00h26m W
185,E-283,O-283,19h 54.261m,48° 22.570m,+48 19h 50m,"82.38, 10.42",µ33 Field 185,422,1951-Jul-10 R: 00:09 B: 01:09,R: 50 B: 12,R: 1-2  B: 1-2,R: 00h18m E B: 00h42m W
186,E-1099,O-1099,20h 28.492m,48° 28.965m,+48 20h 24m,"85.54, 5.68",µ33 Field 186,467,1954-Jun-27 R: 01:15 B: 02:10,R: 50 B: 13,R: 2  B: 2-3,R: 00h36m E B: 00h19m W
187,E-533,O-533,21h 2.881m,48° 34.377m,+48 20h 58m,"89.16, 1.28",µ33 Field 187,461,1952-Jul-19 R: 00:31 B: 01:29,R: 50 B: 10,R: 2  B: 2,R: 00h25m E B: 00h32m W
188,E-589,O-589,21h 37.289m,48° 39.141m,+48 21h 32m,"93.22, -2.69",µ33 Field 188,477,1952-Sep-14 R: 20:02 B: 19:46,R: 50 B: 10,R: 3  B: 2-3,R: 01h45m E B: 02h01m E
189,E-599,O-599,22h 11.732m,48° 42.868m,+48 22h 06m,"97.72, -6.18",µ34 Field 189,505,1952-Sep-16 R: 20:54 B: 20:38,R: 50 B: 10,R: 3-4  B: 3-4,R: 01h19m E B: 01h35m E
190,E-590,O-590,22h 46.256m,48° 45.848m,+48 22h 40m,"102.64, -9.11",µ34 Field 190,454,1952-Sep-14 R: 21:16 B: 20:59,R: 50 B: 10,R: 3-4  B: 2-3,R: 01h40m E B: 01h56m E
191,E-1162,O-1162,23h 20.756m,48° 47.587m,+48 23h 14m,"107.92, -11.42",µ34 Field 191,441,1954-Aug-01 R: 02:41 B: 02:23,R: 50 B: 13,R: 3-4  B: 4,R: 00h17m W B: 00h02m E
192,E-368,O-368,23h 55.244m,48° 48.407m,+48 23h 48m,"113.49, -13.03",µ34 Field 192,430,1951-Sep-09 R: 00:01 B: 23:45,R: 60 B: 10,R: 3  B: 3,R: 00h25m E B: 00h42m E
193,E-1243,O-1243,0h 7.490m,42° 48.441m,+42 0h 00m,"114.41, -19.34",µ23 Field 193,310,1954-Oct-03 R: 22:05 B: 21:46,R: 50 B: 13,R: 2  B: 2,R: 00h58m E B: 01h18m E
194,E-851,O-851,0h 37.875m,42° 47.902m,+42 0h 30m,"120.28, -20",µ23 Field 194,298,1953-Oct-09 R: 23:24 B: 00:16,R: 45 B: 12,R: 2  B: 2,R: 00h16m W B: 01h08m W
195,E-627,O-627,1h 8.257m,42° 46.525m,+42 1h 00m,"126.22, -19.99",µ23 Field 195,300,1952-Oct-21 R: 21:23 B: 22:20,R: 50 B: 10,R: 1-3  B: 1-2,R: 01h28m E B: 00h30m E
196,E-824,O-824,1h 38.616m,42° 44.435m,+42 1h 30m,"132.08, -19.29",µ23 Field 196,326,1953-Sep-15 R: 01:45 B: 02:38,R: 45 B: 12,R: 1-2  B: 2,R: 00h02m W B: 00h55m W
197,E-931,O-931,2h 8.968m,42° 41.331m,+42 2h 00m,"137.79, -17.94",µ24 Field 197,323,1953-Dec-30 R: 19:32 B: 20:25,R: 45 B: 12,R: 1-2  B: 1-2,R: 00h16m W B: 01h09m W
198,E-449,O-449,2h 39.293m,42° 37.714m,+42 2h 30m,"143.23, -15.95",µ24 Field 198,333,1951-Dec-21 R: 20:12 B: 19:55,R: 60 B: 10,R: 2  B: 2,R: 00h12m E B: 00h29m E
199,E-1618,O-1618,3h 9.540m,42° 33.376m,+42 3h 00m,"148.35, -13.4",µ24 Field 199,293,1957-Dec-19 R: 21:36 B: 21:21,R: 45 B: 8,R: 2-3  B: 3,R: 00h37m W B: 00h21m W
200,E-643,O-643,3h 39.806m,42° 28.605m,+42 3h 30m,"153.1, -10.32",µ24 Field 200,290,1953-Jan-09 R: 18:30 B: 19:17,R: 40 B: 10,R: 1-3  B: 2,R: 01h37m E B: 00h50m E
201,E-651,O-651,4h 9.990m,42° 23.088m,+42 4h 00m,"157.46, -6.8",µ25 Field 201,265,1953-Jan-11 R: 18:30 B: 19:17,R: 40 B: 10,R: 1-2  B: 1-2,R: 02h59m E B: 01h12m E
202,E-644,O-644,4h 40.159m,42° 17.518m,+42 4h 30m,"161.43, -2.87",µ25 Field 202,301,1953-Jan-09 R: 19:34 B: 20:21,R: 40 B: 10,R: 2  B: 2-3,R: 01h33m E B: 00h46m E
203,E-668,O-668,5h 10.277m,42° 11.052m,+42 5h 00m,"165.01, 1.4",µ25 Field 203,420,1953-Feb-13 R: 19:26 B: 19:10,R: 40 B: 10,R: 2  B: 2,R: 00h07m W B: 00h09m E
204,E-645,O-645,5h 40.312m,42° 5.260m,+42 5h 30m,"168.21, 5.97",µ25 Field 204,364,1953-Jan-09 R: 20:39 B: 21:27,R: 40 B: 10,R: 2-3  B: 2-3,R: 01h27m E B: 00h40m E
205,E-669,O-669,6h 10.346m,41° 58.542m,+42 6h 00m,"171.06, 10.78",µ26 Field 205,346,1953-Feb-13 R: 20:34 B: 20:18,R: 40 B: 10,R: 2  B: 2,R: 00h15m W B: 00h01m E
206,E-696,O-696,6h 40.280m,41° 52.624m,+42 6h 30m,"173.54, 15.79",µ26 Field 206,353,1953-Mar-09 R: 19:20 B: 20:12,R: 45 B: 10,R: 1-2  B: 2,R: 00h06m W B: 00h58m W
207,E-988,O-988,7h 10.197m,41° 46.337m,+42 7h 00m,"175.69, 20.98",µ26 Field 207,281,1954-Feb-25 R: 20:08 B: 20:53,R: 40 B: 12,R: 2  B: 2,R: 00h25m E B: 00h20m W
208,E-701,O-701,7h 40.048m,41° 40.504m,+42 7h 30m,"177.47, 26.3",µ26 Field 208,242,1953-Mar-13 R: 19:46 B: 19:30,R: 45 B: 10,R: 2-3  B: 2,R: 00h13m E B: 00h29m E
209,E-1329,O-1329,8h 9.884m,41° 34.656m,+42 8h 00m,"178.89, 31.74",µ27 Field 209,228,1955-Jan-28 R: 23:19 B: 00:09,R: 45 B: 12,R: 2  B: 2,R: 00h04m E B: 00h46m W
210,E-707,O-707,8h 39.657m,41° 29.528m,+42 8h 30m,"179.87, 37.25",µ27 Field 210,192,1953-Mar-15 R: 20:47 B: 20:31,R: 45 B: 10,R: 1-2  B: 2,R: 00h04m E B: 00h20m E
211,E-721,O-721,9h 9.401m,41° 25.015m,+42 9h 00m,"180.34, 42.81",µ27 Field 211,213,1953-Apr-14 R: 20:13 B: 19:57,R: 45 B: 10,R: 2-3  B: 2-3,R: 00h51m W B: 00h35m W
212,E-661,O-661,9h 39.101m,41° 20.760m,+42 9h 30m,"180.19, 48.38",µ27 Field 212,199,1953-Feb-07 R: 00:16 B: 23:52,R: 40 B: 10,R: 1  B: 1,R: 00h04m W B: 00h20m E
213,E-711,O-711,10h 8.809m,41° 17.448m,+42 10h 00m,"179.16, 53.92",µ28 Field 213,190,1953-Mar-16 R: 22:22 B: 22:06,R: 45 B: 10,R: 2  B: 2,R: 00h06m W B: 00h10m E
214,E-690,O-690,10h 38.459m,41° 14.736m,+42 10h 30m,"176.88, 59.35",µ28 Field 214,166,1953-Mar-07 R: 23:40 B: 00:26,R: 40 B: 10,R: 3  B: 3,R: 00h19m W B: 01h05m W
215,E-1349,O-1349,11h 8.121m,41° 13.035m,+42 11h 00m,"172.66, 64.56",µ28 Field 215,165,1955-Mar-18 R: 23:03 B: 23:58,R: 50 B: 12,R: 2  B: 2,R: 00h06m E B: 00h49m W
216,E-719,O-719,11h 37.729m,41° 11.908m,+42 11h 30m,"165.31, 69.34",µ28 Field 216,169,1953-Apr-13 R: 22:24 B: 22:05,R: 45 B: 10,R: 1-2  B: 1,R: 00h29m W B: 00h10m W
217,E-1367,O-1367,12h 7.386m,41° 11.559m,+42 12h 00m,"152.9, 73.27",µ29 Field 217,195,1955-Mar-24 R: 23:29 B: 00:24,R: 50 B: 12,R: 3  B: 3,R: 00h16m E B: 00h39m W
218,E-115,O-115,12h 36.993m,41° 12.123m,+42 12h 30m,"133.93, 75.62",µ29 Field 218,189,1950-May-15 R: 21:03 B: 21:55,R: 45 B: 12,R: 2-3  B: 2,R: 00h14m W B: 01h06m W
219,E-133,O-133,13h 6.652m,41° 13.413m,+42 13h 00m,"111.39, 75.56",µ29 Field 219,196,1950-Jun-07 R: 21:31 B: 21:07,R: 45 B: 12,R: 2  B: 2,R: 01h43m W B: 01h19m W
220,E-154,O-154,13h 36.283m,41° 15.624m,+42 13h 30m,"92.69, 73.13",µ29 Field 220,177,1950-Jun-18 R: 21:35 B: 22:31,R: 45 B: 12,R: 4  B: 4,R: 02h00m W B: 02h57m W
221,E-1386,O-1386,14h 6.019m,41° 17.525m,+42 14h 00m,"80.49, 69.15",µ30 Field 221,201,1955-Apr-13 R: 23:23 B: 23:06,R: 50 B: 12,R: 3  B: 3,R: 01h02m E B: 01h19m E
222,E-145,O-145,14h 35.647m,41° 21.964m,+42 14h 30m,"73.35, 64.34",µ30 Field 222,192,1950-Jun-14 R: 21:19 B: 22:14,R: 45 B: 12,R: 2  B: 2,R: 00h29m W B: 01h24m W
223,E-1371,O-1371,15h 5.385m,41° 26.192m,+42 15h 00m,"69.23, 59.12",µ30 Field 223,204,1955-Mar-26 R: 02:17 B: 02:00,R: 50 B: 12,R: 2  B: 1-2,R: 00h18m E B: 00h40m E
224,E-1376,O-1376,15h 35.117m,41° 30.815m,+42 15h 30m,"67.02, 53.69",µ30 Field 224,210,1955-Mar-31 R: 02:00 B: 02:55,R: 50 B: 12,R: 3  B: 3,R: 00h45m E B: 00h10m W
225,E-1369,O-1369,16h 4.894m,41° 36.425m,+42 16h 00m,"66.04, 48.15",µ31 Field 225,229,1955-Mar-24 R: 02:38 B: 02:21,R: 50 B: 12,R: 2-3  B: 3,R: 01h05m E B: 01h22m E
226,E-743,O-743,16h 34.737m,41° 42.008m,+42 16h 30m,"65.91, 42.58",µ31 Field 226,226,1953-May-18 R: 00:54 B: 00:39,R: 45 B: 10,R: 2  B: 2,R: 00h20m W B: 00h05m W
227,E-1135,O-1135,17h 4.628m,41° 47.982m,+42 17h 00m,"66.41, 37.02",µ31 Field 227,238,1954-Jul-07 R: 22:53 B: 23:48,R: 50 B: 13,R: 2  B: 2,R: 01h05m W B: 02h00m W
228,E-753,O-753,17h 34.552m,41° 54.309m,+42 17h 30m,"67.42, 31.51",µ31 Field 228,281,1953-Jun-13 R: 23:49 B: 23:31,R: 45 B: 12,R: 2  B: 2,R: 00h01m E B: 00h19m E
229,E-324,O-324,18h 4.525m,42° 0.624m,+42 18h 00m,"68.84, 26.08",µ32 Field 229,343,1951-Aug-24 R: 20:16 B: 19:57,R: 50 B: 10,R: 1-2  B: 1-2,R: 00h36m W B: 00h17m W
230,E-1445,O-1445,18h 34.533m,42° 7.201m,+42 18h 30m,"70.64, 20.76",µ32 Field 230,400,1955-Jul-22 R: 21:45 B: 21:24,R: 50 B: 10,R: 3  B: 3,R: 00h35m E B: 00h57m E
231,E-340,O-340,19h 4.625m,42° 13.208m,+42 19h 00m,"72.8, 15.58",µ32 Field 231,424,1951-Sep-02 R: 20:01 B: 19:45,R: 50 B: 10,R: 2-3  B: 3,R: 00h04m E B: 00h20m E
